"Date","Age","Case Count","Daily Rate per 100k","Seven-day Average Case Rate"
2020-04-30,"11-13 years",2,1.23154226037266,1.5
2020-04-30,"14-17 years",7,3.27683139766221,3
2020-04-30,"5-10 years",2,0.642005110360678,1.1
2020-05-01,"11-13 years",5,3.07885565093166,1.8
2020-05-01,"14-17 years",6,2.80871262656761,2.5
2020-05-01,"5-10 years",2,0.642005110360678,1
2020-05-02,"11-13 years",4,2.46308452074533,1.9
2020-05-02,"14-17 years",2,0.936237542189204,2.1
2020-05-02,"5-10 years",4,1.28401022072136,1
2020-05-03,"11-13 years",1,0.615771130186332,1.8
2020-05-03,"14-17 years",6,2.80871262656761,2.3
2020-05-03,"5-10 years",4,1.28401022072136,1
2020-05-04,"11-13 years",2,1.23154226037266,1.9
2020-05-04,"14-17 years",2,0.936237542189204,2.5
2020-05-04,"5-10 years",4,1.28401022072136,1.1
2020-05-05,"11-13 years",6,3.69462678111799,2.1
2020-05-05,"14-17 years",7,3.27683139766221,2.5
2020-05-05,"5-10 years",5,1.6050127759017,1.2
2020-05-06,"11-13 years",2,1.23154226037266,1.9
2020-05-06,"14-17 years",4,1.87247508437841,2.3
2020-05-06,"5-10 years",9,2.88902299662305,1.4
2020-05-07,"11-13 years",2,1.23154226037266,1.9
2020-05-07,"14-17 years",8,3.74495016875682,2.3
2020-05-07,"5-10 years",5,1.6050127759017,1.5
2020-05-08,"11-13 years",6,3.69462678111799,2
2020-05-08,"14-17 years",6,2.80871262656761,2.3
2020-05-08,"5-10 years",10,3.21002555180339,1.9
2020-05-09,"11-13 years",4,2.46308452074533,2
2020-05-09,"14-17 years",8,3.74495016875682,2.7
2020-05-09,"5-10 years",7,2.24701788626237,2
2020-05-10,"11-13 years",6,3.69462678111799,2.5
2020-05-10,"14-17 years",7,3.27683139766221,2.8
2020-05-10,"5-10 years",4,1.28401022072136,2
2020-05-11,"11-13 years",2,1.23154226037266,2.5
2020-05-11,"14-17 years",4,1.87247508437841,2.9
2020-05-11,"5-10 years",1,0.321002555180339,1.9
2020-05-12,"11-13 years",6,3.69462678111799,2.5
2020-05-12,"14-17 years",12,5.61742525313523,3.3
2020-05-12,"5-10 years",5,1.6050127759017,1.9
2020-05-13,"11-13 years",2,1.23154226037266,2.5
2020-05-13,"14-17 years",9,4.21306893985142,3.6
2020-05-13,"5-10 years",2,0.642005110360678,1.6
2020-05-14,"11-13 years",2,1.23154226037266,2.5
2020-05-14,"14-17 years",5,2.34059385547301,3.4
2020-05-14,"5-10 years",3,0.963007665541018,1.5
2020-05-15,"11-13 years",1,0.615771130186332,2
2020-05-15,"14-17 years",3,1.40435631328381,3.2
2020-05-15,"5-10 years",6,1.92601533108204,1.3
2020-05-16,"11-13 years",4,2.46308452074533,2
2020-05-16,"14-17 years",10,4.68118771094602,3.3
2020-05-16,"5-10 years",9,2.88902299662305,1.4
2020-05-17,"11-13 years",6,3.69462678111799,2
2020-05-17,"14-17 years",9,4.21306893985142,3.5
2020-05-17,"5-10 years",9,2.88902299662305,1.6
2020-05-18,"11-13 years",3,1.847313390559,2.1
2020-05-18,"14-17 years",10,4.68118771094602,3.9
2020-05-18,"5-10 years",13,4.17303321734441,2.2
2020-05-19,"11-13 years",1,0.615771130186332,1.7
2020-05-19,"14-17 years",16,7.48990033751363,4.1
2020-05-19,"5-10 years",3,0.963007665541018,2.1
2020-05-20,"11-13 years",2,1.23154226037266,1.7
2020-05-20,"14-17 years",5,2.34059385547301,3.9
2020-05-20,"5-10 years",2,0.642005110360678,2.1
2020-05-21,"11-13 years",2,1.23154226037266,1.7
2020-05-21,"14-17 years",12,5.61742525313523,4.3
2020-05-21,"5-10 years",3,0.963007665541018,2.1
2020-05-22,"11-13 years",3,1.847313390559,1.8
2020-05-22,"14-17 years",8,3.74495016875682,4.7
2020-05-22,"5-10 years",2,0.642005110360678,1.9
2020-05-23,"11-13 years",5,3.07885565093166,1.9
2020-05-23,"14-17 years",10,4.68118771094602,4.7
2020-05-23,"5-10 years",7,2.24701788626237,1.8
2020-05-24,"11-13 years",5,3.07885565093166,1.8
2020-05-24,"14-17 years",6,2.80871262656761,4.5
2020-05-24,"5-10 years",4,1.28401022072136,1.6
2020-05-25,"11-13 years",0,0,1.6
2020-05-25,"14-17 years",13,6.08554402422983,4.7
2020-05-25,"5-10 years",3,0.963007665541018,1.1
2020-05-26,"11-13 years",5,3.07885565093166,1.9
2020-05-26,"14-17 years",5,2.34059385547301,3.9
2020-05-26,"5-10 years",2,0.642005110360678,1.1
2020-05-27,"11-13 years",2,1.23154226037266,1.9
2020-05-27,"14-17 years",5,2.34059385547301,3.9
2020-05-27,"5-10 years",7,2.24701788626237,1.3
2020-05-28,"11-13 years",6,3.69462678111799,2.3
2020-05-28,"14-17 years",24,11.2348505062705,4.7
2020-05-28,"5-10 years",7,2.24701788626237,1.5
2020-05-29,"11-13 years",7,4.31039791130433,2.6
2020-05-29,"14-17 years",17,7.95801910860824,5.3
2020-05-29,"5-10 years",3,0.963007665541018,1.5
2020-05-30,"11-13 years",2,1.23154226037266,2.4
2020-05-30,"14-17 years",14,6.55366279532443,5.6
2020-05-30,"5-10 years",9,2.88902299662305,1.6
2020-05-31,"11-13 years",6,3.69462678111799,2.5
2020-05-31,"14-17 years",11,5.14930648204062,6
2020-05-31,"5-10 years",2,0.642005110360678,1.5
2020-06-01,"11-13 years",6,3.69462678111799,3
2020-06-01,"14-17 years",9,4.21306893985142,5.7
2020-06-01,"5-10 years",1,0.321002555180339,1.4
2020-06-02,"11-13 years",8,4.92616904149066,3.3
2020-06-02,"14-17 years",18,8.42613787970284,6.6
2020-06-02,"5-10 years",10,3.21002555180339,1.8
2020-06-03,"11-13 years",2,1.23154226037266,3.3
2020-06-03,"14-17 years",17,7.95801910860824,7.4
2020-06-03,"5-10 years",11,3.53102810698373,2
2020-06-04,"11-13 years",9,5.54194017167699,3.5
2020-06-04,"14-17 years",13,6.08554402422983,6.6
2020-06-04,"5-10 years",9,2.88902299662305,2.1
2020-06-05,"11-13 years",8,4.92616904149066,3.6
2020-06-05,"14-17 years",13,6.08554402422983,6.4
2020-06-05,"5-10 years",15,4.81503832770509,2.6
2020-06-06,"11-13 years",8,4.92616904149066,4.1
2020-06-06,"14-17 years",13,6.08554402422983,6.3
2020-06-06,"5-10 years",6,1.92601533108204,2.5
2020-06-07,"11-13 years",10,6.15771130186332,4.5
2020-06-07,"14-17 years",13,6.08554402422983,6.4
2020-06-07,"5-10 years",5,1.6050127759017,2.6
2020-06-08,"11-13 years",3,1.847313390559,4.2
2020-06-08,"14-17 years",9,4.21306893985142,6.4
2020-06-08,"5-10 years",2,0.642005110360678,2.7
2020-06-09,"11-13 years",1,0.615771130186332,3.6
2020-06-09,"14-17 years",15,7.02178156641903,6.2
2020-06-09,"5-10 years",2,0.642005110360678,2.3
2020-06-10,"11-13 years",7,4.31039791130433,4
2020-06-10,"14-17 years",20,9.36237542189204,6.4
2020-06-10,"5-10 years",6,1.92601533108204,2.1
2020-06-11,"11-13 years",6,3.69462678111799,3.8
2020-06-11,"14-17 years",25,11.7029692773651,7.2
2020-06-11,"5-10 years",8,2.56802044144271,2
2020-06-12,"11-13 years",7,4.31039791130433,3.7
2020-06-12,"14-17 years",32,14.9798006750273,8.5
2020-06-12,"5-10 years",8,2.56802044144271,1.7
2020-06-13,"11-13 years",8,4.92616904149066,3.7
2020-06-13,"14-17 years",17,7.95801910860824,8.8
2020-06-13,"5-10 years",7,2.24701788626237,1.7
2020-06-14,"11-13 years",8,4.92616904149066,3.5
2020-06-14,"14-17 years",15,7.02178156641903,8.9
2020-06-14,"5-10 years",10,3.21002555180339,2
2020-06-15,"11-13 years",10,6.15771130186332,4.1
2020-06-15,"14-17 years",15,7.02178156641903,9.3
2020-06-15,"5-10 years",8,2.56802044144271,2.2
2020-06-16,"11-13 years",8,4.92616904149066,4.8
2020-06-16,"14-17 years",23,10.7667317351758,9.8
2020-06-16,"5-10 years",9,2.88902299662305,2.6
2020-06-17,"11-13 years",15,9.23656695279498,5.5
2020-06-17,"14-17 years",29,13.5754443617435,10.4
2020-06-17,"5-10 years",19,6.09904854842645,3.2
2020-06-18,"11-13 years",10,6.15771130186332,5.8
2020-06-18,"14-17 years",25,11.7029692773651,10.4
2020-06-18,"5-10 years",25,8.02506387950848,3.9
2020-06-19,"11-13 years",11,6.77348243204966,6.2
2020-06-19,"14-17 years",47,22.0015822414463,11.4
2020-06-19,"5-10 years",14,4.49403577252475,4.2
2020-06-20,"11-13 years",6,3.69462678111799,6
2020-06-20,"14-17 years",19,8.89425665079744,11.6
2020-06-20,"5-10 years",6,1.92601533108204,4.2
2020-06-21,"11-13 years",14,8.62079582260865,6.5
2020-06-21,"14-17 years",22,10.2986129640812,12
2020-06-21,"5-10 years",18,5.77804599324611,4.5
2020-06-22,"11-13 years",10,6.15771130186332,6.5
2020-06-22,"14-17 years",22,10.2986129640812,12.5
2020-06-22,"5-10 years",15,4.81503832770509,4.9
2020-06-23,"11-13 years",8,4.92616904149066,6.5
2020-06-23,"14-17 years",34,15.9160382172165,13.2
2020-06-23,"5-10 years",8,2.56802044144271,4.8
2020-06-24,"11-13 years",18,11.083880343354,6.8
2020-06-24,"14-17 years",24,11.2348505062705,12.9
2020-06-24,"5-10 years",15,4.81503832770509,4.6
2020-06-25,"11-13 years",12,7.38925356223599,6.9
2020-06-25,"14-17 years",30,14.0435631328381,13.2
2020-06-25,"5-10 years",16,5.13604088288543,4.2
2020-06-26,"11-13 years",11,6.77348243204966,6.9
2020-06-26,"14-17 years",34,15.9160382172165,12.4
2020-06-26,"5-10 years",18,5.77804599324611,4.4
2020-06-27,"11-13 years",16,9.85233808298132,7.8
2020-06-27,"14-17 years",18,8.42613787970284,12.3
2020-06-27,"5-10 years",13,4.17303321734441,4.7
2020-06-28,"11-13 years",9,5.54194017167699,7.4
2020-06-28,"14-17 years",44,20.5972259281625,13.8
2020-06-28,"5-10 years",15,4.81503832770509,4.6
2020-06-29,"11-13 years",11,6.77348243204966,7.5
2020-06-29,"14-17 years",29,13.5754443617435,14.2
2020-06-29,"5-10 years",21,6.74105365878712,4.9
2020-06-30,"11-13 years",12,7.38925356223599,7.8
2020-06-30,"14-17 years",21,9.83049419298665,13.4
2020-06-30,"5-10 years",15,4.81503832770509,5.2
2020-07-01,"11-13 years",14,8.62079582260865,7.5
2020-07-01,"14-17 years",35,16.3841569883111,14.1
2020-07-01,"5-10 years",11,3.53102810698373,5
2020-07-02,"11-13 years",12,7.38925356223599,7.5
2020-07-02,"14-17 years",30,14.0435631328381,14.1
2020-07-02,"5-10 years",15,4.81503832770509,5
2020-07-03,"11-13 years",11,6.77348243204966,7.5
2020-07-03,"14-17 years",34,15.9160382172165,14.1
2020-07-03,"5-10 years",20,6.42005110360678,5
2020-07-04,"11-13 years",9,5.54194017167699,6.9
2020-07-04,"14-17 years",7,3.27683139766221,13.4
2020-07-04,"5-10 years",4,1.28401022072136,4.6
2020-07-05,"11-13 years",13,8.00502469242232,7.2
2020-07-05,"14-17 years",43,20.1291071570679,13.3
2020-07-05,"5-10 years",23,7.3830587691478,5
2020-07-06,"11-13 years",15,9.23656695279498,7.6
2020-07-06,"14-17 years",33,15.4479194461219,13.6
2020-07-06,"5-10 years",17,5.45704343806577,4.8
2020-07-07,"11-13 years",22,13.5469648640993,8.4
2020-07-07,"14-17 years",45,21.0653446992571,15.2
2020-07-07,"5-10 years",21,6.74105365878712,5.1
2020-07-08,"11-13 years",15,9.23656695279498,8.5
2020-07-08,"14-17 years",40,18.7247508437841,15.5
2020-07-08,"5-10 years",16,5.13604088288543,5.3
2020-07-09,"11-13 years",17,10.4681092131676,9
2020-07-09,"14-17 years",50,23.4059385547301,16.9
2020-07-09,"5-10 years",34,10.9140868761315,6.2
2020-07-10,"11-13 years",14,8.62079582260865,9.2
2020-07-10,"14-17 years",28,13.1073255906489,16.5
2020-07-10,"5-10 years",10,3.21002555180339,5.7
2020-07-11,"11-13 years",19,11.6996514735403,10.1
2020-07-11,"14-17 years",35,16.3841569883111,18.3
2020-07-11,"5-10 years",11,3.53102810698373,6.1
2020-07-12,"11-13 years",16,9.85233808298132,10.4
2020-07-12,"14-17 years",42,19.6609883859733,18.3
2020-07-12,"5-10 years",18,5.77804599324611,5.8
2020-07-13,"11-13 years",9,5.54194017167699,9.9
2020-07-13,"14-17 years",31,14.5116819039327,18.1
2020-07-13,"5-10 years",8,2.56802044144271,5.4
2020-07-14,"11-13 years",5,3.07885565093166,8.4
2020-07-14,"14-17 years",34,15.9160382172165,17.4
2020-07-14,"5-10 years",17,5.45704343806577,5.2
2020-07-15,"11-13 years",12,7.38925356223599,8.1
2020-07-15,"14-17 years",47,22.0015822414463,17.9
2020-07-15,"5-10 years",16,5.13604088288543,5.2
2020-07-16,"11-13 years",29,17.8573627754036,9.1
2020-07-16,"14-17 years",34,15.9160382172165,16.8
2020-07-16,"5-10 years",20,6.42005110360678,4.6
2020-07-17,"11-13 years",23,14.1627359942856,9.9
2020-07-17,"14-17 years",42,19.6609883859733,17.7
2020-07-17,"5-10 years",26,8.34606643468882,5.3
2020-07-18,"11-13 years",14,8.62079582260865,9.5
2020-07-18,"14-17 years",42,19.6609883859733,18.2
2020-07-18,"5-10 years",16,5.13604088288543,5.5
2020-07-19,"11-13 years",8,4.92616904149066,8.8
2020-07-19,"14-17 years",19,8.89425665079744,16.7
2020-07-19,"5-10 years",15,4.81503832770509,5.4
2020-07-20,"11-13 years",11,6.77348243204966,9
2020-07-20,"14-17 years",28,13.1073255906489,16.5
2020-07-20,"5-10 years",10,3.21002555180339,5.5
2020-07-21,"11-13 years",10,6.15771130186332,9.4
2020-07-21,"14-17 years",27,12.6392068195543,16
2020-07-21,"5-10 years",13,4.17303321734441,5.3
2020-07-22,"11-13 years",10,6.15771130186332,9.2
2020-07-22,"14-17 years",25,11.7029692773651,14.5
2020-07-22,"5-10 years",14,4.49403577252475,5.2
2020-07-23,"11-13 years",21,12.931193733913,8.5
2020-07-23,"14-17 years",60,28.0871262656761,16.3
2020-07-23,"5-10 years",20,6.42005110360678,5.2
2020-07-24,"11-13 years",23,14.1627359942856,8.5
2020-07-24,"14-17 years",44,20.5972259281625,16.4
2020-07-24,"5-10 years",15,4.81503832770509,4.7
2020-07-25,"11-13 years",8,4.92616904149066,8
2020-07-25,"14-17 years",19,8.89425665079744,14.8
2020-07-25,"5-10 years",9,2.88902299662305,4.4
2020-07-26,"11-13 years",12,7.38925356223599,8.4
2020-07-26,"14-17 years",29,13.5754443617435,15.5
2020-07-26,"5-10 years",14,4.49403577252475,4.4
2020-07-27,"11-13 years",7,4.31039791130433,8
2020-07-27,"14-17 years",24,11.2348505062705,15.2
2020-07-27,"5-10 years",15,4.81503832770509,4.6
2020-07-28,"11-13 years",7,4.31039791130433,7.7
2020-07-28,"14-17 years",17,7.95801910860824,14.6
2020-07-28,"5-10 years",7,2.24701788626237,4.3
2020-07-29,"11-13 years",12,7.38925356223599,7.9
2020-07-29,"14-17 years",30,14.0435631328381,14.9
2020-07-29,"5-10 years",11,3.53102810698373,4.2
2020-07-30,"11-13 years",13,8.00502469242232,7.2
2020-07-30,"14-17 years",39,18.2566320726895,13.5
2020-07-30,"5-10 years",14,4.49403577252475,3.9
2020-07-31,"11-13 years",13,8.00502469242232,6.3
2020-07-31,"14-17 years",25,11.7029692773651,12.2
2020-07-31,"5-10 years",12,3.85203066216407,3.8
2020-08-01,"11-13 years",16,9.85233808298132,7
2020-08-01,"14-17 years",31,14.5116819039327,13
2020-08-01,"5-10 years",20,6.42005110360678,4.3
2020-08-02,"11-13 years",10,6.15771130186332,6.9
2020-08-02,"14-17 years",24,11.2348505062705,12.7
2020-08-02,"5-10 years",12,3.85203066216407,4.2
2020-08-03,"11-13 years",14,8.62079582260865,7.5
2020-08-03,"14-17 years",24,11.2348505062705,12.7
2020-08-03,"5-10 years",9,2.88902299662305,3.9
2020-08-04,"11-13 years",9,5.54194017167699,7.7
2020-08-04,"14-17 years",30,14.0435631328381,13.6
2020-08-04,"5-10 years",8,2.56802044144271,3.9
2020-08-05,"11-13 years",18,11.083880343354,8.2
2020-08-05,"14-17 years",37,17.3203945305003,14
2020-08-05,"5-10 years",18,5.77804599324611,4.3
2020-08-06,"11-13 years",13,8.00502469242232,8.2
2020-08-06,"14-17 years",26,12.1710880484597,13.2
2020-08-06,"5-10 years",10,3.21002555180339,4.1
2020-08-07,"11-13 years",7,4.31039791130433,7.7
2020-08-07,"14-17 years",26,12.1710880484597,13.2
2020-08-07,"5-10 years",9,2.88902299662305,3.9
2020-08-08,"11-13 years",11,6.77348243204966,7.2
2020-08-08,"14-17 years",20,9.36237542189204,12.5
2020-08-08,"5-10 years",17,5.45704343806577,3.8
2020-08-09,"11-13 years",10,6.15771130186332,7.2
2020-08-09,"14-17 years",25,11.7029692773651,12.6
2020-08-09,"5-10 years",4,1.28401022072136,3.4
2020-08-10,"11-13 years",12,7.38925356223599,7
2020-08-10,"14-17 years",26,12.1710880484597,12.7
2020-08-10,"5-10 years",10,3.21002555180339,3.5
2020-08-11,"11-13 years",8,4.92616904149066,6.9
2020-08-11,"14-17 years",22,10.2986129640812,12.2
2020-08-11,"5-10 years",5,1.6050127759017,3.3
2020-08-12,"11-13 years",9,5.54194017167699,6.2
2020-08-12,"14-17 years",18,8.42613787970284,10.9
2020-08-12,"5-10 years",5,1.6050127759017,2.8
2020-08-13,"11-13 years",11,6.77348243204966,6
2020-08-13,"14-17 years",37,17.3203945305003,11.6
2020-08-13,"5-10 years",17,5.45704343806577,3.1
2020-08-14,"11-13 years",6,3.69462678111799,5.9
2020-08-14,"14-17 years",30,14.0435631328381,11.9
2020-08-14,"5-10 years",9,2.88902299662305,3.1
2020-08-15,"11-13 years",17,10.4681092131676,6.4
2020-08-15,"14-17 years",20,9.36237542189204,11.9
2020-08-15,"5-10 years",10,3.21002555180339,2.8
2020-08-16,"11-13 years",8,4.92616904149066,6.2
2020-08-16,"14-17 years",16,7.48990033751363,11.3
2020-08-16,"5-10 years",6,1.92601533108204,2.8
2020-08-17,"11-13 years",6,3.69462678111799,5.7
2020-08-17,"14-17 years",21,9.83049419298665,11
2020-08-17,"5-10 years",3,0.963007665541018,2.5
2020-08-18,"11-13 years",9,5.54194017167699,5.8
2020-08-18,"14-17 years",23,10.7667317351758,11
2020-08-18,"5-10 years",12,3.85203066216407,2.8
2020-08-19,"11-13 years",7,4.31039791130433,5.6
2020-08-19,"14-17 years",30,14.0435631328381,11.8
2020-08-19,"5-10 years",14,4.49403577252475,3.3
2020-08-20,"11-13 years",15,9.23656695279498,6
2020-08-20,"14-17 years",34,15.9160382172165,11.6
2020-08-20,"5-10 years",17,5.45704343806577,3.3
2020-08-21,"11-13 years",10,6.15771130186332,6.3
2020-08-21,"14-17 years",18,8.42613787970284,10.8
2020-08-21,"5-10 years",15,4.81503832770509,3.5
2020-08-22,"11-13 years",6,3.69462678111799,5.4
2020-08-22,"14-17 years",19,8.89425665079744,10.8
2020-08-22,"5-10 years",6,1.92601533108204,3.3
2020-08-23,"11-13 years",8,4.92616904149066,5.4
2020-08-23,"14-17 years",17,7.95801910860824,10.8
2020-08-23,"5-10 years",8,2.56802044144271,3.4
2020-08-24,"11-13 years",9,5.54194017167699,5.6
2020-08-24,"14-17 years",24,11.2348505062705,11
2020-08-24,"5-10 years",17,5.45704343806577,4.1
2020-08-25,"11-13 years",8,4.92616904149066,5.5
2020-08-25,"14-17 years",21,9.83049419298665,10.9
2020-08-25,"5-10 years",20,6.42005110360678,4.4
2020-08-26,"11-13 years",10,6.15771130186332,5.8
2020-08-26,"14-17 years",32,14.9798006750273,11
2020-08-26,"5-10 years",8,2.56802044144271,4.2
2020-08-27,"11-13 years",11,6.77348243204966,5.5
2020-08-27,"14-17 years",26,12.1710880484597,10.5
2020-08-27,"5-10 years",9,2.88902299662305,3.8
2020-08-28,"11-13 years",13,8.00502469242232,5.7
2020-08-28,"14-17 years",21,9.83049419298665,10.7
2020-08-28,"5-10 years",16,5.13604088288543,3.9
2020-08-29,"11-13 years",15,9.23656695279498,6.5
2020-08-29,"14-17 years",34,15.9160382172165,11.7
2020-08-29,"5-10 years",10,3.21002555180339,4
2020-08-30,"11-13 years",6,3.69462678111799,6.3
2020-08-30,"14-17 years",8,3.74495016875682,11.1
2020-08-30,"5-10 years",12,3.85203066216407,4.2
2020-08-31,"11-13 years",14,8.62079582260865,6.8
2020-08-31,"14-17 years",20,9.36237542189204,10.8
2020-08-31,"5-10 years",7,2.24701788626237,3.8
2020-09-01,"11-13 years",11,6.77348243204966,7
2020-09-01,"14-17 years",31,14.5116819039327,11.5
2020-09-01,"5-10 years",8,2.56802044144271,3.2
2020-09-02,"11-13 years",9,5.54194017167699,6.9
2020-09-02,"14-17 years",36,16.8522757594057,11.8
2020-09-02,"5-10 years",15,4.81503832770509,3.5
2020-09-03,"11-13 years",10,6.15771130186332,6.9
2020-09-03,"14-17 years",30,14.0435631328381,12
2020-09-03,"5-10 years",12,3.85203066216407,3.7
2020-09-04,"11-13 years",7,4.31039791130433,6.3
2020-09-04,"14-17 years",31,14.5116819039327,12.7
2020-09-04,"5-10 years",12,3.85203066216407,3.5
2020-09-05,"11-13 years",13,8.00502469242232,6.2
2020-09-05,"14-17 years",25,11.7029692773651,12.1
2020-09-05,"5-10 years",15,4.81503832770509,3.7
2020-09-06,"11-13 years",7,4.31039791130433,6.2
2020-09-06,"14-17 years",17,7.95801910860824,12.7
2020-09-06,"5-10 years",11,3.53102810698373,3.7
2020-09-07,"11-13 years",8,4.92616904149066,5.7
2020-09-07,"14-17 years",21,9.83049419298665,12.8
2020-09-07,"5-10 years",7,2.24701788626237,3.7
2020-09-08,"11-13 years",6,3.69462678111799,5.3
2020-09-08,"14-17 years",28,13.1073255906489,12.6
2020-09-08,"5-10 years",9,2.88902299662305,3.7
2020-09-09,"11-13 years",9,5.54194017167699,5.3
2020-09-09,"14-17 years",27,12.6392068195543,12
2020-09-09,"5-10 years",5,1.6050127759017,3.3
