"Date","jurisdiction","Cumulative Count","Cumulative Case Rate / 100,000"
2021-02-11,"San Juan",1779,11644.2
2021-02-11,"Southeast Utah",2742,6736.6
2021-02-11,"Southwest Utah",25823,9876.8
2021-02-11,"Summit County",4809,11315.6
2021-02-11,"Tooele County",6256,8396
2021-02-11,"TriCounty",3345,5879.8
2021-02-11,"Utah County",87414,13426.4
2021-02-11,"Wasatch County",4208,11920.7
2021-02-11,"Weber-Morgan",26977,9805.5
2021-02-12,"Bear River",19392,10235.2
2021-02-12,"Central Utah",8139,9823.3
2021-02-12,"Davis County",33569,9344.7
2021-02-12,"Salt Lake County",135058,11587.8
2021-02-12,"San Juan",1782,11663.8
2021-02-12,"Southeast Utah",2753,6763.6
2021-02-12,"Southwest Utah",25867,9893.6
2021-02-12,"Summit County",4833,11372
2021-02-12,"Tooele County",6268,8412.1
2021-02-12,"TriCounty",3359,5904.4
2021-02-12,"Utah County",87662,13464.5
2021-02-12,"Wasatch County",4215,11940.5
2021-02-12,"Weber-Morgan",27029,9824.4
2021-02-13,"Bear River",19431,10255.8
2021-02-13,"Central Utah",8162,9851.1
2021-02-13,"Davis County",33674,9373.9
2021-02-13,"Salt Lake County",135296,11608.2
2021-02-13,"San Juan",1783,11670.4
2021-02-13,"Southeast Utah",2763,6788.2
2021-02-13,"Southwest Utah",25917,9912.7
2021-02-13,"Summit County",4847,11405
2021-02-13,"Tooele County",6280,8428.2
2021-02-13,"TriCounty",3363,5911.4
2021-02-13,"Utah County",87815,13488
2021-02-13,"Wasatch County",4220,11954.7
2021-02-13,"Weber-Morgan",27086,9845.2
2021-02-14,"Bear River",19447,10264.3
2021-02-14,"Central Utah",8165,9854.7
2021-02-14,"Davis County",33713,9384.7
2021-02-14,"Salt Lake County",135482,11624.2
2021-02-14,"San Juan",1783,11670.4
2021-02-14,"Southeast Utah",2766,6795.6
2021-02-14,"Southwest Utah",25951,9925.7
2021-02-14,"Summit County",4859,11433.2
2021-02-14,"Tooele County",6293,8445.6
2021-02-14,"TriCounty",3368,5920.2
2021-02-14,"Utah County",87924,13504.8
2021-02-14,"Wasatch County",4229,11980.2
2021-02-14,"Weber-Morgan",27118,9856.8
2021-02-15,"Bear River",19476,10279.6
2021-02-15,"Central Utah",8178,9870.4
2021-02-15,"Davis County",33769,9400.3
2021-02-15,"Salt Lake County",135690,11642
2021-02-15,"San Juan",1783,11670.4
2021-02-15,"Southeast Utah",2769,6802.9
2021-02-15,"Southwest Utah",25986,9939.1
2021-02-15,"Summit County",4865,11447.3
2021-02-15,"Tooele County",6306,8463.1
2021-02-15,"TriCounty",3374,5930.7
2021-02-15,"Utah County",88098,13531.5
2021-02-15,"Wasatch County",4238,12005.7
2021-02-15,"Weber-Morgan",27145,9866.6
2021-02-16,"Bear River",19527,10306.5
2021-02-16,"Central Utah",8190,9884.9
2021-02-16,"Davis County",33867,9427.6
2021-02-16,"Salt Lake County",135990,11667.8
2021-02-16,"San Juan",1785,11683.5
2021-02-16,"Southeast Utah",2798,6874.2
2021-02-16,"Southwest Utah",26062,9968.2
2021-02-16,"Summit County",4873,11466.2
2021-02-16,"Tooele County",6326,8489.9
2021-02-16,"TriCounty",3393,5964.1
2021-02-16,"Utah County",88299,13562.4
2021-02-16,"Wasatch County",4257,12059.5
2021-02-16,"Weber-Morgan",27202,9887.3
2021-02-17,"Bear River",19589,10339.2
2021-02-17,"Central Utah",8215,9915
2021-02-17,"Davis County",33990,9461.9
2021-02-17,"Salt Lake County",136329,11696.9
2021-02-17,"San Juan",1787,11696.6
2021-02-17,"Southeast Utah",2813,6911
2021-02-17,"Southwest Utah",26146,10000.3
2021-02-17,"Summit County",4891,11508.5
2021-02-17,"Tooele County",6366,8543.6
2021-02-17,"TriCounty",3413,5999.3
2021-02-17,"Utah County",88611,13610.3
2021-02-17,"Wasatch County",4272,12102
2021-02-17,"Weber-Morgan",27293,9920.4
2021-02-18,"Bear River",19661,10377.2
2021-02-18,"Central Utah",8238,9942.8
2021-02-18,"Davis County",34084,9488
2021-02-18,"Salt Lake County",136589,11719.2
2021-02-18,"San Juan",1789,11709.6
2021-02-18,"Southeast Utah",2826,6943
2021-02-18,"Southwest Utah",26222,10029.4
2021-02-18,"Summit County",4902,11534.4
2021-02-18,"Tooele County",6387,8571.8
2021-02-18,"TriCounty",3419,6009.8
2021-02-18,"Utah County",88827,13643.5
2021-02-18,"Wasatch County",4278,12119
2021-02-18,"Weber-Morgan",27346,9939.7
2021-02-19,"Bear River",19702,10398.9
2021-02-19,"Central Utah",8256,9964.5
2021-02-19,"Davis County",34170,9512
2021-02-19,"Salt Lake County",136871,11743.4
2021-02-19,"San Juan",1793,11735.8
2021-02-19,"Southeast Utah",2845,6989.7
2021-02-19,"Southwest Utah",26297,10058.1
2021-02-19,"Summit County",4910,11553.2
2021-02-19,"Tooele County",6419,8614.7
2021-02-19,"TriCounty",3432,6032.7
2021-02-19,"Utah County",88972,13665.7
2021-02-19,"Wasatch County",4283,12133.1
2021-02-19,"Weber-Morgan",27397,9958.2
2021-02-20,"Bear River",19748,10423.1
2021-02-20,"Central Utah",8270,9981.4
2021-02-20,"Davis County",34235,9530.1
2021-02-20,"Salt Lake County",137115,11764.3
2021-02-20,"San Juan",1795,11748.9
2021-02-20,"Southeast Utah",2847,6994.6
2021-02-20,"Southwest Utah",26347,10077.2
2021-02-20,"Summit County",4915,11565
2021-02-20,"Tooele County",6448,8653.6
2021-02-20,"TriCounty",3438,6043.2
2021-02-20,"Utah County",89150,13693.1
2021-02-20,"Wasatch County",4291,12155.8
2021-02-20,"Weber-Morgan",27448,9976.7
2021-02-21,"Bear River",19764,10431.6
2021-02-21,"Central Utah",8274,9986.2
2021-02-21,"Davis County",34260,9537
2021-02-21,"Salt Lake County",137257,11776.5
2021-02-21,"San Juan",1797,11762
2021-02-21,"Southeast Utah",2853,7009.3
2021-02-21,"Southwest Utah",26373,10087.1
2021-02-21,"Summit County",4917,11569.7
2021-02-21,"Tooele County",6456,8664.4
2021-02-21,"TriCounty",3446,6057.3
2021-02-21,"Utah County",89214,13702.9
2021-02-21,"Wasatch County",4294,12164.3
2021-02-21,"Weber-Morgan",27474,9986.2
2021-02-22,"Bear River",19803,10452.2
2021-02-22,"Central Utah",8292,10008
2021-02-22,"Davis County",34336,9558.2
2021-02-22,"Salt Lake County",137494,11796.8
2021-02-22,"San Juan",1797,11762
2021-02-22,"Southeast Utah",2872,7056
2021-02-22,"Southwest Utah",26472,10125
2021-02-22,"Summit County",4930,11600.3
2021-02-22,"Tooele County",6463,8673.8
2021-02-22,"TriCounty",3457,6076.6
2021-02-22,"Utah County",89371,13727
2021-02-22,"Wasatch County",4297,12172.8
2021-02-22,"Weber-Morgan",27507,9998.2
2021-02-23,"Bear River",19854,10479.1
2021-02-23,"Central Utah",8313,10033.3
2021-02-23,"Davis County",34412,9579.3
2021-02-23,"Salt Lake County",137802,11823.3
2021-02-23,"San Juan",1801,11788.2
2021-02-23,"Southeast Utah",2883,7083
2021-02-23,"Southwest Utah",26535,10149.1
2021-02-23,"Summit County",4943,11630.9
2021-02-23,"Tooele County",6493,8714
2021-02-23,"TriCounty",3470,6099.5
2021-02-23,"Utah County",89541,13753.1
2021-02-23,"Wasatch County",4305,12195.5
2021-02-23,"Weber-Morgan",27560,10017.4
2021-02-24,"Bear River",19897,10501.8
2021-02-24,"Central Utah",8327,10050.2
2021-02-24,"Davis County",34517,9608.6
2021-02-24,"Salt Lake County",138066,11845.9
2021-02-24,"San Juan",1806,11820.9
2021-02-24,"Southeast Utah",2896,7115
2021-02-24,"Southwest Utah",26614,10179.3
2021-02-24,"Summit County",4969,11692
2021-02-24,"Tooele County",6516,8744.9
2021-02-24,"TriCounty",3482,6120.6
2021-02-24,"Utah County",89738,13783.4
2021-02-24,"Wasatch County",4311,12212.5
2021-02-24,"Weber-Morgan",27605,10033.8
2021-02-25,"Bear River",19936,10522.4
2021-02-25,"Central Utah",8335,10059.9
2021-02-25,"Davis County",34595,9630.3
2021-02-25,"Salt Lake County",138258,11862.4
2021-02-25,"San Juan",1811,11853.6
2021-02-25,"Southeast Utah",2910,7149.4
2021-02-25,"Southwest Utah",26696,10210.7
2021-02-25,"Summit County",4984,11727.3
2021-02-25,"Tooele County",6527,8759.7
2021-02-25,"TriCounty",3486,6127.6
2021-02-25,"Utah County",89883,13805.7
2021-02-25,"Wasatch County",4320,12238
2021-02-25,"Weber-Morgan",27652,10050.9
2021-02-26,"Bear River",19964,10537.1
2021-02-26,"Central Utah",8344,10070.7
2021-02-26,"Davis County",34653,9646.4
2021-02-26,"Salt Lake County",138518,11884.7
2021-02-26,"San Juan",1812,11860.2
2021-02-26,"Southeast Utah",2922,7178.8
2021-02-26,"Southwest Utah",26748,10230.6
2021-02-26,"Summit County",4996,11755.6
2021-02-26,"Tooele County",6544,8782.5
2021-02-26,"TriCounty",3500,6152.2
2021-02-26,"Utah County",90053,13831.8
2021-02-26,"Wasatch County",4325,12252.1
2021-02-26,"Weber-Morgan",27700,10068.3
2021-02-27,"Bear River",19988,10549.8
2021-02-27,"Central Utah",8355,10084
2021-02-27,"Davis County",34701,9659.8
2021-02-27,"Salt Lake County",138707,11900.9
2021-02-27,"San Juan",1812,11860.2
2021-02-27,"Southeast Utah",2925,7186.2
2021-02-27,"Southwest Utah",26787,10245.5
2021-02-27,"Summit County",5003,11772
2021-02-27,"Tooele County",6551,8791.9
2021-02-27,"TriCounty",3508,6166.3
2021-02-27,"Utah County",90152,13847
2021-02-27,"Wasatch County",4329,12263.5
2021-02-27,"Weber-Morgan",27725,10077.4
2021-02-28,"Bear River",20005,10558.8
2021-02-28,"Central Utah",8358,10087.6
2021-02-28,"Davis County",34715,9663.7
2021-02-28,"Salt Lake County",138788,11907.8
2021-02-28,"San Juan",1812,11860.2
2021-02-28,"Southeast Utah",2927,7191.1
2021-02-28,"Southwest Utah",26815,10256.2
2021-02-28,"Summit County",5009,11786.2
2021-02-28,"Tooele County",6556,8798.6
2021-02-28,"TriCounty",3524,6194.4
2021-02-28,"Utah County",90218,13857.1
2021-02-28,"Wasatch County",4335,12280.5
2021-02-28,"Weber-Morgan",27743,10084
2021-03-01,"Bear River",20024,10568.8
2021-03-01,"Central Utah",8371,10103.3
2021-03-01,"Davis County",34756,9675.1
2021-03-01,"Salt Lake County",138920,11919.2
2021-03-01,"San Juan",1813,11866.7
2021-03-01,"Southeast Utah",2957,7264.8
2021-03-01,"Southwest Utah",26853,10270.7
2021-03-01,"Summit County",5020,11812
2021-03-01,"Tooele County",6572,8820.1
2021-03-01,"TriCounty",3541,6224.3
2021-03-01,"Utah County",90343,13876.3
2021-03-01,"Wasatch County",4342,12300.3
2021-03-01,"Weber-Morgan",27776,10096
2021-03-02,"Bear River",20061,10588.3
2021-03-02,"Central Utah",8395,10132.3
2021-03-02,"Davis County",34826,9694.6
2021-03-02,"Salt Lake County",139183,11941.7
2021-03-02,"San Juan",1815,11879.8
2021-03-02,"Southeast Utah",2976,7311.5
2021-03-02,"Southwest Utah",26904,10290.2
2021-03-02,"Summit County",5029,11833.2
2021-03-02,"Tooele County",6589,8842.9
2021-03-02,"TriCounty",3564,6264.7
2021-03-02,"Utah County",90491,13899
2021-03-02,"Wasatch County",4355,12337.1
2021-03-02,"Weber-Morgan",27823,10113
2021-03-03,"Bear River",20097,10607.3
2021-03-03,"Central Utah",8417,10158.8
2021-03-03,"Davis County",34898,9714.6
2021-03-03,"Salt Lake County",139403,11960.6
2021-03-03,"San Juan",1816,11886.4
2021-03-03,"Southeast Utah",2983,7328.7
2021-03-03,"Southwest Utah",26955,10309.7
2021-03-03,"Summit County",5037,11852
2021-03-03,"Tooele County",6595,8850.9
2021-03-03,"TriCounty",3572,6278.8
2021-03-03,"Utah County",90629,13920.2
2021-03-03,"Wasatch County",4359,12348.4
2021-03-03,"Weber-Morgan",27865,10128.3
2021-03-04,"Bear River",20132,10625.8
2021-03-04,"Central Utah",8434,10179.4
2021-03-04,"Davis County",34956,9730.8
2021-03-04,"Salt Lake County",139605,11977.9
2021-03-04,"San Juan",1821,11919.1
2021-03-04,"Southeast Utah",3008,7390.1
2021-03-04,"Southwest Utah",27004,10328.5
2021-03-04,"Summit County",5043,11866.2
2021-03-04,"Tooele County",6611,8872.4
2021-03-04,"TriCounty",3576,6285.8
2021-03-04,"Utah County",90725,13935
2021-03-04,"Wasatch County",4363,12359.8
2021-03-04,"Weber-Morgan",27897,10139.9
2021-03-05,"Bear River",20159,10640.1
2021-03-05,"Central Utah",8450,10198.7
2021-03-05,"Davis County",35037,9753.3
2021-03-05,"Salt Lake County",139788,11993.6
2021-03-05,"San Juan",1822,11925.6
2021-03-05,"Southeast Utah",3017,7412.2
2021-03-05,"Southwest Utah",27057,10348.7
2021-03-05,"Summit County",5060,11906.2
2021-03-05,"Tooele County",6618,8881.8
2021-03-05,"TriCounty",3586,6303.4
2021-03-05,"Utah County",90831,13951.3
2021-03-05,"Wasatch County",4371,12382.4
2021-03-05,"Weber-Morgan",27935,10153.8
2021-03-06,"Bear River",20184,10653.3
2021-03-06,"Central Utah",8458,10208.3
2021-03-06,"Davis County",35073,9763.3
2021-03-06,"Salt Lake County",139984,12010.5
2021-03-06,"San Juan",1822,11925.6
2021-03-06,"Southeast Utah",3020,7419.6
2021-03-06,"Southwest Utah",27078,10356.8
2021-03-06,"Summit County",5063,11913.2
2021-03-06,"Tooele County",6627,8893.9
2021-03-06,"TriCounty",3599,6326.2
2021-03-06,"Utah County",90909,13963.3
2021-03-06,"Wasatch County",4375,12393.8
2021-03-06,"Weber-Morgan",27954,10160.7
2021-03-07,"Bear River",20196,10659.6
2021-03-07,"Central Utah",8464,10215.6
2021-03-07,"Davis County",35105,9772.2
2021-03-07,"Salt Lake County",140078,12018.5
2021-03-07,"San Juan",1822,11925.6
2021-03-07,"Southeast Utah",3026,7434.3
2021-03-07,"Southwest Utah",27100,10365.2
2021-03-07,"Summit County",5063,11913.2
2021-03-07,"Tooele County",6631,8899.2
2021-03-07,"TriCounty",3605,6336.8
2021-03-07,"Utah County",90957,13970.6
2021-03-07,"Wasatch County",4378,12402.3
2021-03-07,"Weber-Morgan",27974,10167.9
2021-03-08,"Bear River",20217,10670.7
2021-03-08,"Central Utah",8481,10236.1
2021-03-08,"Davis County",35161,9787.8
2021-03-08,"Salt Lake County",140258,12034
2021-03-08,"San Juan",1822,11925.6
2021-03-08,"Southeast Utah",3054,7503.1
2021-03-08,"Southwest Utah",27139,10380.1
2021-03-08,"Summit County",5070,11929.7
2021-03-08,"Tooele County",6639,8910
2021-03-08,"TriCounty",3642,6401.8
2021-03-08,"Utah County",91074,13988.6
2021-03-08,"Wasatch County",4384,12419.3
2021-03-08,"Weber-Morgan",28014,10182.5
2021-03-09,"Bear River",20257,10691.8
2021-03-09,"Central Utah",8500,10259
2021-03-09,"Davis County",35250,9812.6
2021-03-09,"Salt Lake County",140463,12051.6
2021-03-09,"San Juan",1822,11925.6
2021-03-09,"Southeast Utah",3067,7535.1
2021-03-09,"Southwest Utah",27219,10410.7
2021-03-09,"Summit County",5087,11969.7
2021-03-09,"Tooele County",6649,8923.4
2021-03-09,"TriCounty",3653,6421.2
2021-03-09,"Utah County",91189,14006.3
2021-03-09,"Wasatch County",4386,12424.9
2021-03-09,"Weber-Morgan",28067,10201.7
2021-03-10,"Bear River",20298,10713.4
2021-03-10,"Central Utah",8517,10279.5
2021-03-10,"Davis County",35308,9828.7
2021-03-10,"Salt Lake County",140687,12070.8
2021-03-10,"San Juan",1823,11932.2
2021-03-10,"Southeast Utah",3080,7567
2021-03-10,"Southwest Utah",27278,10433.3
2021-03-10,"Summit County",5098,11995.6
2021-03-10,"Tooele County",6658,8935.5
2021-03-10,"TriCounty",3689,6484.4
2021-03-10,"Utah County",91330,14027.9
2021-03-10,"Wasatch County",4393,12444.8
2021-03-10,"Weber-Morgan",28110,10217.4
2021-03-11,"Bear River",20333,10731.9
2021-03-11,"Central Utah",8526,10290.4
2021-03-11,"Davis County",35369,9845.7
2021-03-11,"Salt Lake County",140878,12087.2
2021-03-11,"San Juan",1823,11932.2
2021-03-11,"Southeast Utah",3087,7584.2
2021-03-11,"Southwest Utah",27320,10449.3
2021-03-11,"Summit County",5104,12009.7
2021-03-11,"Tooele County",6688,8975.7
2021-03-11,"TriCounty",3701,6505.5
2021-03-11,"Utah County",91423,14042.2
2021-03-11,"Wasatch County",4399,12461.8
2021-03-11,"Weber-Morgan",28138,10227.5
2021-03-12,"Bear River",20371,10752
2021-03-12,"Central Utah",8530,10295.2
2021-03-12,"Davis County",35429,9862.4
2021-03-12,"Salt Lake County",141047,12101.7
2021-03-12,"San Juan",1825,11945.3
2021-03-12,"Southeast Utah",3099,7613.7
2021-03-12,"Southwest Utah",27352,10461.6
2021-03-12,"Summit County",5115,12035.6
2021-03-12,"Tooele County",6704,8997.2
2021-03-12,"TriCounty",3708,6517.8
2021-03-12,"Utah County",91527,14058.2
2021-03-12,"Wasatch County",4403,12473.1
2021-03-12,"Weber-Morgan",28171,10239.5
2021-03-13,"Bear River",20409,10772
2021-03-13,"Central Utah",8538,10304.9
2021-03-13,"Davis County",35467,9873
2021-03-13,"Salt Lake County",141211,12115.7
2021-03-13,"San Juan",1825,11945.3
2021-03-13,"Southeast Utah",3102,7621.1
2021-03-13,"Southwest Utah",27383,10473.4
2021-03-13,"Summit County",5120,12047.3
2021-03-13,"Tooele County",6717,9014.7
2021-03-13,"TriCounty",3716,6531.9
2021-03-13,"Utah County",91598,14069.1
2021-03-13,"Wasatch County",4404,12475.9
2021-03-13,"Weber-Morgan",28188,10245.7
2021-03-14,"Bear River",20416,10775.7
2021-03-14,"Central Utah",8540,10307.3
2021-03-14,"Davis County",35492,9880
2021-03-14,"Salt Lake County",141302,12123.5
2021-03-14,"San Juan",1825,11945.3
2021-03-14,"Southeast Utah",3105,7628.4
2021-03-14,"Southwest Utah",27398,10479.2
2021-03-14,"Summit County",5126,12061.5
2021-03-14,"Tooele County",6725,9025.4
2021-03-14,"TriCounty",3724,6546
2021-03-14,"Utah County",91626,14073.4
2021-03-14,"Wasatch County",4408,12487.3
2021-03-14,"Weber-Morgan",28211,10254.1
2021-03-15,"Bear River",20433,10784.7
2021-03-15,"Central Utah",8552,10321.8
2021-03-15,"Davis County",35549,9895.8
2021-03-15,"Salt Lake County",141453,12136.5
2021-03-15,"San Juan",1825,11945.3
2021-03-15,"Southeast Utah",3138,7709.5
2021-03-15,"Southwest Utah",27432,10492.2
2021-03-15,"Summit County",5136,12085
2021-03-15,"Tooele County",6728,9029.4
2021-03-15,"TriCounty",3735,6565.3
2021-03-15,"Utah County",91733,14089.8
2021-03-15,"Wasatch County",4413,12501.4
2021-03-15,"Weber-Morgan",28251,10268.6
2021-03-16,"Bear River",20483,10811.1
2021-03-16,"Central Utah",8578,10353.2
2021-03-16,"Davis County",35621,9915.9
2021-03-16,"Salt Lake County",141685,12156.4
2021-03-16,"San Juan",1825,11945.3
2021-03-16,"Southeast Utah",3154,7748.8
2021-03-16,"Southwest Utah",27470,10506.7
2021-03-16,"Summit County",5153,12125
2021-03-16,"Tooele County",6745,9052.2
2021-03-16,"TriCounty",3742,6577.6
2021-03-16,"Utah County",91880,14112.4
2021-03-16,"Wasatch County",4418,12515.6
2021-03-16,"Weber-Morgan",28312,10290.8
2021-03-17,"Bear River",20513,10826.9
2021-03-17,"Central Utah",8618,10401.4
2021-03-17,"Davis County",35669,9929.2
2021-03-17,"Salt Lake County",141855,12171
2021-03-17,"San Juan",1825,11945.3
2021-03-17,"Southeast Utah",3159,7761.1
2021-03-17,"Southwest Utah",27510,10522
2021-03-17,"Summit County",5173,12172.1
2021-03-17,"Tooele County",6763,9076.4
2021-03-17,"TriCounty",3746,6584.6
2021-03-17,"Utah County",92019,14133.7
2021-03-17,"Wasatch County",4427,12541.1
2021-03-17,"Weber-Morgan",28353,10305.7
2021-03-18,"Bear River",20534,10838
2021-03-18,"Central Utah",8632,10418.3
2021-03-18,"Davis County",35714,9941.8
2021-03-18,"Salt Lake County",142014,12184.6
2021-03-18,"San Juan",1826,11951.8
2021-03-18,"Southeast Utah",3171,7790.6
2021-03-18,"Southwest Utah",27531,10530
2021-03-18,"Summit County",5189,12209.7
2021-03-18,"Tooele County",6785,9105.9
2021-03-18,"TriCounty",3754,6598.7
2021-03-18,"Utah County",92119,14149.1
2021-03-18,"Wasatch County",4428,12543.9
2021-03-18,"Weber-Morgan",28378,10314.8
2021-03-19,"Bear River",20562,10852.8
2021-03-19,"Central Utah",8647,10436.4
2021-03-19,"Davis County",35773,9958.2
2021-03-19,"Salt Lake County",142185,12199.3
2021-03-19,"San Juan",1828,11964.9
2021-03-19,"Southeast Utah",3179,7810.2
2021-03-19,"Southwest Utah",27565,10543
2021-03-19,"Summit County",5200,12235.6
2021-03-19,"Tooele County",6800,9126
2021-03-19,"TriCounty",3762,6612.8
2021-03-19,"Utah County",92191,14160.2
2021-03-19,"Wasatch County",4431,12552.4
2021-03-19,"Weber-Morgan",28408,10325.7
2021-03-20,"Bear River",20591,10868.1
2021-03-20,"Central Utah",8656,10447.3
2021-03-20,"Davis County",35824,9972.4
2021-03-20,"Salt Lake County",142319,12210.8
2021-03-20,"San Juan",1829,11971.5
2021-03-20,"Southeast Utah",3181,7815.1
2021-03-20,"Southwest Utah",27593,10553.8
2021-03-20,"Summit County",5212,12263.8
2021-03-20,"Tooele County",6807,9135.4
2021-03-20,"TriCounty",3767,6621.6
2021-03-20,"Utah County",92259,14170.6
2021-03-20,"Wasatch County",4432,12555.2
2021-03-20,"Weber-Morgan",28433,10334.8
2021-03-21,"Bear River",20597,10871.3
2021-03-21,"Central Utah",8657,10448.5
2021-03-21,"Davis County",35844,9978
2021-03-21,"Salt Lake County",142375,12215.6
2021-03-21,"San Juan",1829,11971.5
2021-03-21,"Southeast Utah",3185,7825
2021-03-21,"Southwest Utah",27607,10559.1
2021-03-21,"Summit County",5217,12275.6
2021-03-21,"Tooele County",6814,9144.8
2021-03-21,"TriCounty",3771,6628.6
2021-03-21,"Utah County",92286,14174.8
2021-03-21,"Wasatch County",4433,12558.1
2021-03-21,"Weber-Morgan",28450,10340.9
2021-03-22,"Bear River",20614,10880.2
2021-03-22,"Central Utah",8665,10458.2
2021-03-22,"Davis County",35875,9986.6
2021-03-22,"Salt Lake County",142504,12226.7
2021-03-22,"San Juan",1830,11978
2021-03-22,"Southeast Utah",3199,7859.4
2021-03-22,"Southwest Utah",27629,10567.5
2021-03-22,"Summit County",5237,12322.6
2021-03-22,"Tooele County",6819,9151.5
2021-03-22,"TriCounty",3774,6633.9
2021-03-22,"Utah County",92376,14188.6
2021-03-22,"Wasatch County",4436,12566.6
2021-03-22,"Weber-Morgan",28490,10355.5
2021-03-23,"Bear River",20652,10900.3
2021-03-23,"Central Utah",8676,10471.4
2021-03-23,"Davis County",35925,10000.5
2021-03-23,"Salt Lake County",142681,12241.9
2021-03-23,"San Juan",1848,12095.8
2021-03-23,"Southeast Utah",3202,7866.7
2021-03-23,"Southwest Utah",27680,10587
2021-03-23,"Summit County",5248,12348.5
2021-03-23,"Tooele County",6843,9183.8
2021-03-23,"TriCounty",3791,6663.7
2021-03-23,"Utah County",92475,14203.8
2021-03-23,"Wasatch County",4442,12583.6
2021-03-23,"Weber-Morgan",28544,10375.1
2021-03-24,"Bear River",20677,10913.5
2021-03-24,"Central Utah",8688,10485.9
2021-03-24,"Davis County",35986,10017.5
2021-03-24,"Salt Lake County",142888,12259.6
2021-03-24,"San Juan",1850,12108.9
2021-03-24,"Southeast Utah",3208,7881.5
2021-03-24,"Southwest Utah",27709,10598.1
2021-03-24,"Summit County",5264,12386.2
2021-03-24,"Tooele County",6857,9202.5
2021-03-24,"TriCounty",3794,6669
2021-03-24,"Utah County",92578,14219.6
2021-03-24,"Wasatch County",4449,12603.4
2021-03-24,"Weber-Morgan",28591,10392.2
2021-03-25,"Bear River",20697,10924
2021-03-25,"Central Utah",8699,10499.2
2021-03-25,"Davis County",36038,10032
2021-03-25,"Salt Lake County",143063,12274.6
2021-03-25,"San Juan",1851,12115.5
2021-03-25,"Southeast Utah",3220,7911
2021-03-25,"Southwest Utah",27735,10608.1
2021-03-25,"Summit County",5271,12402.6
2021-03-25,"Tooele County",6874,9225.4
2021-03-25,"TriCounty",3796,6672.5
2021-03-25,"Utah County",92664,14232.8
2021-03-25,"Wasatch County",4451,12609.1
2021-03-25,"Weber-Morgan",28628,10405.6
2021-03-26,"Bear River",20715,10933.5
2021-03-26,"Central Utah",8703,10504
2021-03-26,"Davis County",36072,10041.4
2021-03-26,"Salt Lake County",143236,12289.5
2021-03-26,"San Juan",1851,12115.5
2021-03-26,"Southeast Utah",3221,7913.4
2021-03-26,"Southwest Utah",27768,10620.7
2021-03-26,"Summit County",5285,12435.6
2021-03-26,"Tooele County",6890,9246.8
2021-03-26,"TriCounty",3808,6693.6
2021-03-26,"Utah County",92753,14246.5
2021-03-26,"Wasatch County",4460,12634.6
2021-03-26,"Weber-Morgan",28675,10422.7
2021-03-27,"Bear River",20730,10941.5
2021-03-27,"Central Utah",8706,10507.6
2021-03-27,"Davis County",36112,10052.6
2021-03-27,"Salt Lake County",143400,12303.6
2021-03-27,"San Juan",1851,12115.5
2021-03-27,"Southeast Utah",3222,7915.9
2021-03-27,"Southwest Utah",27794,10630.6
2021-03-27,"Summit County",5292,12452.1
2021-03-27,"Tooele County",6895,9253.5
2021-03-27,"TriCounty",3810,6697.1
2021-03-27,"Utah County",92829,14258.2
2021-03-27,"Wasatch County",4465,12648.7
2021-03-27,"Weber-Morgan",28717,10438
2021-03-28,"Bear River",20743,10948.3
2021-03-28,"Central Utah",8710,10512.5
2021-03-28,"Davis County",36126,10056.5
2021-03-28,"Salt Lake County",143478,12310.2
2021-03-28,"San Juan",1851,12115.5
2021-03-28,"Southeast Utah",3224,7920.8
2021-03-28,"Southwest Utah",27803,10634.1
2021-03-28,"Summit County",5297,12463.8
2021-03-28,"Tooele County",6895,9253.5
2021-03-28,"TriCounty",3811,6698.9
2021-03-28,"Utah County",92861,14263.1
2021-03-28,"Wasatch County",4470,12662.9
2021-03-28,"Weber-Morgan",28745,10448.2
2021-03-29,"Bear River",20767,10961
2021-03-29,"Central Utah",8722,10527
2021-03-29,"Davis County",36157,10065.1
2021-03-29,"Salt Lake County",143609,12321.5
2021-03-29,"San Juan",1853,12128.6
2021-03-29,"Southeast Utah",3236,7950.3
2021-03-29,"Southwest Utah",27829,10644
2021-03-29,"Summit County",5311,12496.8
2021-03-29,"Tooele County",6899,9258.9
2021-03-29,"TriCounty",3815,6705.9
2021-03-29,"Utah County",92917,14271.7
2021-03-29,"Wasatch County",4473,12671.4
2021-03-29,"Weber-Morgan",28795,10466.3
2021-03-30,"Bear River",20804,10980.5
2021-03-30,"Central Utah",8732,10539
2021-03-30,"Davis County",36209,10079.6
2021-03-30,"Salt Lake County",143777,12335.9
2021-03-30,"San Juan",1854,12135.1
2021-03-30,"Southeast Utah",3243,7967.5
2021-03-30,"Southwest Utah",27871,10660.1
2021-03-30,"Summit County",5326,12532.1
2021-03-30,"Tooele County",6907,9269.6
2021-03-30,"TriCounty",3831,6734
2021-03-30,"Utah County",93000,14284.4
2021-03-30,"Wasatch County",4477,12682.7
2021-03-30,"Weber-Morgan",28871,10494
2021-03-31,"Bear River",20836,10997.4
2021-03-31,"Central Utah",8736,10543.8
2021-03-31,"Davis County",36277,10098.5
2021-03-31,"Salt Lake County",143943,12350.1
2021-03-31,"San Juan",1854,12135.1
2021-03-31,"Southeast Utah",3249,7982.2
2021-03-31,"Southwest Utah",27901,10671.6
2021-03-31,"Summit County",5335,12553.2
2021-03-31,"Tooele County",6925,9293.8
