"County","Week Date","7-day average percent positivity by county"
"Summit",2021-08-17,10.21
"Summit",2021-08-18,10.34
"Summit",2021-08-19,11.02
"Summit",2021-08-20,10.49
"Summit",2021-08-21,11.5
"Summit",2021-08-22,11.69
"Summit",2021-08-23,11.84
"Summit",2021-08-24,12.07
"Summit",2021-08-25,10.93
"Summit",2021-08-26,9.57
"Summit",2021-08-27,10.82
"Summit",2021-08-28,10.62
"Summit",2021-08-29,10.7
"Summit",2021-08-30,9.66
"Summit",2021-08-31,8.44
"Summit",2021-09-01,8.09
"Summit",2021-09-02,7.74
"Summit",2021-09-03,6.47
"Summit",2021-09-04,5.81
"Summit",2021-09-05,5.56
"Summit",2021-09-06,5.37
"Summit",2021-09-07,5.56
"Summit",2021-09-08,5
"Summit",2021-09-09,5.55
"Summit",2021-09-10,6.19
"Summit",2021-09-11,6.62
"Summit",2021-09-12,6.91
"Summit",2021-09-13,7.41
"Summit",2021-09-14,7.79
"Summit",2021-09-15,9.38
"Summit",2021-09-16,9.41
"Summit",2021-09-17,9.06
"Summit",2021-09-18,8.88
"Summit",2021-09-19,8.52
"Summit",2021-09-20,8.04
"Summit",2021-09-21,7.67
"Summit",2021-09-22,6.74
"Summit",2021-09-23,6.44
"Summit",2021-09-24,6.38
"Summit",2021-09-25,6.06
"Summit",2021-09-26,6.55
"Summit",2021-09-27,6.88
"Summit",2021-09-28,7.91
"Summit",2021-09-29,8.31
"Summit",2021-09-30,8.67
"Summit",2021-10-01,8.41
"Summit",2021-10-02,9.01
"Summit",2021-10-03,8.85
"Summit",2021-10-04,9.64
"Summit",2021-10-05,8.9
"Summit",2021-10-06,9.74
"Summit",2021-10-07,9.46
"Summit",2021-10-08,11.04
"Summit",2021-10-09,11.29
"Summit",2021-10-10,11.83
"Summit",2021-10-11,11.66
"Summit",2021-10-12,11.35
"Summit",2021-10-13,11.2
"Summit",2021-10-14,12.13
"Summit",2021-10-15,11.48
"Summit",2021-10-16,10.99
"Summit",2021-10-17,10.29
"Summit",2021-10-18,10.56
"Summit",2021-10-19,10.53
"Summit",2021-10-20,9.71
"Summit",2021-10-21,9.31
"Summit",2021-10-22,10.36
"Summit",2021-10-23,10.42
"Summit",2021-10-24,10.22
"Summit",2021-10-25,10.71
"Summit",2021-10-26,11.41
"Summit",2021-10-27,13.4
"Summit",2021-10-28,14.43
"Summit",2021-10-29,14.29
"Summit",2021-10-30,15.79
"Summit",2021-10-31,16.07
"Summit",2021-11-01,15.2
"Summit",2021-11-02,15.49
"Summit",2021-11-03,15.59
"Summit",2021-11-04,16.62
"Summit",2021-11-05,16.3
"Summit",2021-11-06,15.54
"Summit",2021-11-07,15.61
"Summit",2021-11-08,16.98
"Summit",2021-11-09,17.21
"Summit",2021-11-10,16.16
"Summit",2021-11-11,14.83
"Summit",2021-11-12,14.48
"Summit",2021-11-13,14.63
"Summit",2021-11-14,14.8
"Summit",2021-11-15,14.68
"Summit",2021-11-16,13.85
"Summit",2021-11-17,14.42
"Summit",2021-11-18,14.98
"Summit",2021-11-19,16.41
"Summit",2021-11-20,16.03
"Summit",2021-11-21,15.9
"Summit",2021-11-22,15.15
"Summit",2021-11-23,15.2
"Summit",2021-11-24,14.86
"Summit",2021-11-25,14.39
"Summit",2021-11-26,12.69
"Summit",2021-11-27,12.62
"Summit",2021-11-28,12.27
"Summit",2021-11-29,11.08
"Summit",2021-11-30,12.35
"Summit",2021-12-01,12.16
"Summit",2021-12-02,11.08
"Summit",2021-12-03,10.6
"Summit",2021-12-04,10.35
"Summit",2021-12-05,10.05
"Summit",2021-12-06,10.15
"Summit",2021-12-07,8.81
"Summit",2021-12-08,8.52
"Summit",2021-12-09,9.6
"Summit",2021-12-10,8.9
"Summit",2021-12-11,8.7
"Summit",2021-12-12,8.49
"Summit",2021-12-13,7.42
"Summit",2021-12-14,7.56
"Summit",2021-12-15,7.93
"Summit",2021-12-16,8.03
"Summit",2021-12-17,9.93
"Summit",2021-12-18,10.61
"Summit",2021-12-19,11.32
"Summit",2021-12-20,12.98
"Summit",2021-12-21,13.95
"Summit",2021-12-22,15.78
"Summit",2021-12-23,18.86
"Summit",2021-12-24,20.93
"Summit",2021-12-25,22.45
"Summit",2021-12-26,24.47
"Summit",2021-12-27,28.05
"Summit",2021-12-28,32.08
"Summit",2021-12-29,34.48
"Summit",2021-12-30,36.46
"Summit",2021-12-31,37.68
"Tooele",2020-03-16,4.35
"Tooele",2020-03-17,3.45
"Tooele",2020-03-18,2.99
"Tooele",2020-03-19,2.67
"Tooele",2020-03-20,2.53
"Tooele",2020-03-21,2.6
"Tooele",2020-03-22,1.33
"Tooele",2020-03-23,1.33
"Tooele",2020-03-24,2.06
"Tooele",2020-03-25,1.64
"Tooele",2020-03-26,3.29
"Tooele",2020-03-27,4.97
"Tooele",2020-03-28,4.64
"Tooele",2020-03-29,4.63
"Tooele",2020-03-30,4.1
"Tooele",2020-03-31,4.65
"Tooele",2020-04-01,4.92
"Tooele",2020-04-02,4.06
"Tooele",2020-04-03,3.17
"Tooele",2020-04-04,3.83
"Tooele",2020-04-05,3.62
"Tooele",2020-04-06,3.79
"Tooele",2020-04-07,3.89
"Tooele",2020-04-08,4.8
"Tooele",2020-04-09,6.09
"Tooele",2020-04-10,6.42
"Tooele",2020-04-11,5.99
"Tooele",2020-04-12,6.25
"Tooele",2020-04-13,6.05
"Tooele",2020-04-14,4.66
"Tooele",2020-04-15,3.26
"Tooele",2020-04-16,1.86
"Tooele",2020-04-17,2.32
"Tooele",2020-04-18,1.98
"Tooele",2020-04-19,1.89
"Tooele",2020-04-20,1.84
"Tooele",2020-04-21,2.48
"Tooele",2020-04-22,3.09
"Tooele",2020-04-23,3.71
"Tooele",2020-04-24,3.71
"Tooele",2020-04-25,4.19
"Tooele",2020-04-26,4.64
"Tooele",2020-04-27,5.33
"Tooele",2020-04-28,5.03
"Tooele",2020-04-29,4.78
"Tooele",2020-04-30,5.47
"Tooele",2020-05-01,4.17
"Tooele",2020-05-02,3.88
"Tooele",2020-05-03,3.49
"Tooele",2020-05-04,2.39
"Tooele",2020-05-05,2.25
"Tooele",2020-05-06,2.65
"Tooele",2020-05-07,2.54
"Tooele",2020-05-08,2.99
"Tooele",2020-05-09,2.95
"Tooele",2020-05-10,2.91
"Tooele",2020-05-11,4.13
"Tooele",2020-05-12,4.64
"Tooele",2020-05-13,4.37
"Tooele",2020-05-14,5.21
"Tooele",2020-05-15,6.69
"Tooele",2020-05-16,7.44
"Tooele",2020-05-17,7.1
"Tooele",2020-05-18,6.58
"Tooele",2020-05-19,6.56
"Tooele",2020-05-20,7.86
"Tooele",2020-05-21,7.35
"Tooele",2020-05-22,6.23
"Tooele",2020-05-23,5.28
"Tooele",2020-05-24,5.95
"Tooele",2020-05-25,6.28
"Tooele",2020-05-26,7.79
"Tooele",2020-05-27,2.74
"Tooele",2020-05-28,2.91
"Tooele",2020-05-29,2.98
"Tooele",2020-05-30,3.16
"Tooele",2020-05-31,3.35
"Tooele",2020-06-01,3.19
"Tooele",2020-06-02,2.94
"Tooele",2020-06-03,6.39
"Tooele",2020-06-04,5.47
"Tooele",2020-06-05,5.36
"Tooele",2020-06-06,5.1
"Tooele",2020-06-07,4.33
"Tooele",2020-06-08,5.32
"Tooele",2020-06-09,6.07
"Tooele",2020-06-10,5.81
"Tooele",2020-06-11,7.14
"Tooele",2020-06-12,7.57
"Tooele",2020-06-13,7.74
"Tooele",2020-06-14,8.64
"Tooele",2020-06-15,9.03
"Tooele",2020-06-16,8.23
"Tooele",2020-06-17,7.93
"Tooele",2020-06-18,7.16
"Tooele",2020-06-19,6.94
"Tooele",2020-06-20,7.43
"Tooele",2020-06-21,6.69
"Tooele",2020-06-22,5.69
"Tooele",2020-06-23,6.41
"Tooele",2020-06-24,6.32
"Tooele",2020-06-25,6.15
"Tooele",2020-06-26,5.8
"Tooele",2020-06-27,5.67
"Tooele",2020-06-28,6.25
"Tooele",2020-06-29,7.11
"Tooele",2020-06-30,6.96
"Tooele",2020-07-01,7.63
"Tooele",2020-07-02,7.85
"Tooele",2020-07-03,9.13
"Tooele",2020-07-04,9.71
"Tooele",2020-07-05,9.69
"Tooele",2020-07-06,10.04
"Tooele",2020-07-07,10.22
"Tooele",2020-07-08,9.71
"Tooele",2020-07-09,9.82
"Tooele",2020-07-10,9.44
"Tooele",2020-07-11,9.11
"Tooele",2020-07-12,8.67
"Tooele",2020-07-13,10.08
"Tooele",2020-07-14,9.72
"Tooele",2020-07-15,10.76
"Tooele",2020-07-16,11.16
"Tooele",2020-07-17,10.77
"Tooele",2020-07-18,10.73
"Tooele",2020-07-19,11.18
"Tooele",2020-07-20,10.44
"Tooele",2020-07-21,10.53
"Tooele",2020-07-22,9.84
"Tooele",2020-07-23,9.01
"Tooele",2020-07-24,9.19
"Tooele",2020-07-25,9.6
"Tooele",2020-07-26,11.33
"Tooele",2020-07-27,9.58
"Tooele",2020-07-28,8.35
"Tooele",2020-07-29,8.27
"Tooele",2020-07-30,8.15
"Tooele",2020-07-31,8.23
"Tooele",2020-08-01,8.99
"Tooele",2020-08-02,7.25
"Tooele",2020-08-03,8.56
"Tooele",2020-08-04,9.48
"Tooele",2020-08-05,8.94
"Tooele",2020-08-06,8.62
"Tooele",2020-08-07,7.8
"Tooele",2020-08-08,6.4
"Tooele",2020-08-09,5.68
"Tooele",2020-08-10,4.86
"Tooele",2020-08-11,6.01
"Tooele",2020-08-12,6.82
"Tooele",2020-08-13,8.79
"Tooele",2020-08-14,10.7
"Tooele",2020-08-15,11.04
"Tooele",2020-08-16,11.55
"Tooele",2020-08-17,10.89
"Tooele",2020-08-18,8.53
"Tooele",2020-08-19,7.79
"Tooele",2020-08-20,6.54
"Tooele",2020-08-21,5.75
"Tooele",2020-08-22,5.76
"Tooele",2020-08-23,6.45
"Tooele",2020-08-24,8.06
"Tooele",2020-08-25,6.92
"Tooele",2020-08-26,6.98
"Tooele",2020-08-27,6.57
"Tooele",2020-08-28,7.38
"Tooele",2020-08-29,7.61
"Tooele",2020-08-30,7.24
"Tooele",2020-08-31,6.01
"Tooele",2020-09-01,7.69
"Tooele",2020-09-02,8.17
"Tooele",2020-09-03,8.45
"Tooele",2020-09-04,7.37
"Tooele",2020-09-05,8.12
"Tooele",2020-09-06,8.03
"Tooele",2020-09-07,8.28
"Tooele",2020-09-08,7.63
"Tooele",2020-09-09,7.35
"Tooele",2020-09-10,7.54
"Tooele",2020-09-11,7.38
"Tooele",2020-09-12,6.77
"Tooele",2020-09-13,6.71
"Tooele",2020-09-14,6.98
"Tooele",2020-09-15,7.66
"Tooele",2020-09-16,7.28
"Tooele",2020-09-17,8.38
"Tooele",2020-09-18,9.39
"Tooele",2020-09-19,9.4
"Tooele",2020-09-20,9.49
"Tooele",2020-09-21,8.99
"Tooele",2020-09-22,8.53
"Tooele",2020-09-23,9.22
"Tooele",2020-09-24,8.15
"Tooele",2020-09-25,8.25
"Tooele",2020-09-26,8.44
"Tooele",2020-09-27,8.33
"Tooele",2020-09-28,8.88
"Tooele",2020-09-29,9.21
"Tooele",2020-09-30,9.09
"Tooele",2020-10-01,9.27
"Tooele",2020-10-02,8.7
"Tooele",2020-10-03,8.77
"Tooele",2020-10-04,8.89
"Tooele",2020-10-05,10.4
"Tooele",2020-10-06,10.04
"Tooele",2020-10-07,10.67
"Tooele",2020-10-08,11.4
"Tooele",2020-10-09,12.3
"Tooele",2020-10-10,12.49
"Tooele",2020-10-11,13.14
"Tooele",2020-10-12,12.67
"Tooele",2020-10-13,13.96
"Tooele",2020-10-14,14.3
"Tooele",2020-10-15,14.71
"Tooele",2020-10-16,14.27
"Tooele",2020-10-17,14.7
"Tooele",2020-10-18,14.11
"Tooele",2020-10-19,15.67
"Tooele",2020-10-20,14.87
"Tooele",2020-10-21,15.77
"Tooele",2020-10-22,15.58
"Tooele",2020-10-23,16.16
"Tooele",2020-10-24,16.74
"Tooele",2020-10-25,17.22
"Tooele",2020-10-26,17.27
"Tooele",2020-10-27,20.31
"Tooele",2020-10-28,20.41
"Tooele",2020-10-29,20.57
"Tooele",2020-10-30,20.95
"Tooele",2020-10-31,19.94
"Tooele",2020-11-01,20
"Tooele",2020-11-02,19.96
"Tooele",2020-11-03,19.44
"Tooele",2020-11-04,19.71
"Tooele",2020-11-05,21.7
"Tooele",2020-11-06,21.63
"Tooele",2020-11-07,23.25
"Tooele",2020-11-08,23.43
"Tooele",2020-11-09,23.77
"Tooele",2020-11-10,24.1
"Tooele",2020-11-11,23.55
"Tooele",2020-11-12,21.33
"Tooele",2020-11-13,20.78
"Tooele",2020-11-14,19.99
"Tooele",2020-11-15,19.76
"Tooele",2020-11-16,19.93
"Tooele",2020-11-17,20.68
"Tooele",2020-11-18,21.1
"Tooele",2020-11-19,21.62
"Tooele",2020-11-20,22.96
"Tooele",2020-11-21,23.09
"Tooele",2020-11-22,23.26
"Tooele",2020-11-23,22.58
"Tooele",2020-11-24,22.08
"Tooele",2020-11-25,21.51
"Tooele",2020-11-26,21.73
"Tooele",2020-11-27,21.62
"Tooele",2020-11-28,23.76
"Tooele",2020-11-29,23.17
"Tooele",2020-11-30,23.4
"Tooele",2020-12-01,21.38
"Tooele",2020-12-02,21.36
"Tooele",2020-12-03,20.74
"Tooele",2020-12-04,21.27
"Tooele",2020-12-05,20.59
"Tooele",2020-12-06,20.72
"Tooele",2020-12-07,19.84
"Tooele",2020-12-08,20.75
"Tooele",2020-12-09,21.44
"Tooele",2020-12-10,22.45
"Tooele",2020-12-11,22.54
"Tooele",2020-12-12,22.24
"Tooele",2020-12-13,22.44
"Tooele",2020-12-14,24.45
"Tooele",2020-12-15,24.3
"Tooele",2020-12-16,23.44
"Tooele",2020-12-17,22.7
"Tooele",2020-12-18,21.57
"Tooele",2020-12-19,21.56
"Tooele",2020-12-20,21.35
"Tooele",2020-12-21,20.94
"Tooele",2020-12-22,22.27
"Tooele",2020-12-23,23.5
"Tooele",2020-12-24,24.28
"Tooele",2020-12-25,25.15
"Tooele",2020-12-26,26.58
"Tooele",2020-12-27,28.83
"Tooele",2020-12-28,30.15
"Tooele",2020-12-29,29.25
"Tooele",2020-12-30,30.69
"Tooele",2020-12-31,29.03
"Tooele",2021-01-01,29.07
"Tooele",2021-01-02,29.27
"Tooele",2021-01-03,27.73
"Tooele",2021-01-04,25.54
"Tooele",2021-01-05,24.07
"Tooele",2021-01-06,21.42
"Tooele",2021-01-07,22.16
"Tooele",2021-01-08,22.04
"Tooele",2021-01-09,21.67
"Tooele",2021-01-10,21.78
"Tooele",2021-01-11,20.28
"Tooele",2021-01-12,20.6
"Tooele",2021-01-13,20.62
"Tooele",2021-01-14,19.86
"Tooele",2021-01-15,18.84
"Tooele",2021-01-16,17.35
"Tooele",2021-01-17,16.65
"Tooele",2021-01-18,18.25
"Tooele",2021-01-19,16.16
"Tooele",2021-01-20,15.28
"Tooele",2021-01-21,15.71
"Tooele",2021-01-22,15.79
"Tooele",2021-01-23,16.39
"Tooele",2021-01-24,16.75
"Tooele",2021-01-25,15.81
"Tooele",2021-01-26,16.14
"Tooele",2021-01-27,16.71
"Tooele",2021-01-28,15.74
"Tooele",2021-01-29,16.64
"Tooele",2021-01-30,15.91
"Tooele",2021-01-31,15.82
"Tooele",2021-02-01,15.2
"Tooele",2021-02-02,15.1
"Tooele",2021-02-03,16.33
"Tooele",2021-02-04,16.29
"Tooele",2021-02-05,14.51
"Tooele",2021-02-06,15.87
"Tooele",2021-02-07,14.97
"Tooele",2021-02-08,15.67
"Tooele",2021-02-09,17.15
"Tooele",2021-02-10,15.33
"Tooele",2021-02-11,15.09
"Tooele",2021-02-12,15.75
"Tooele",2021-02-13,14.87
"Tooele",2021-02-14,15.34
"Tooele",2021-02-15,13.96
"Tooele",2021-02-16,12.89
"Tooele",2021-02-17,13.3
"Tooele",2021-02-18,14.4
"Tooele",2021-02-19,15.6
"Tooele",2021-02-20,15.77
"Tooele",2021-02-21,15.42
"Tooele",2021-02-22,15.54
"Tooele",2021-02-23,14.66
"Tooele",2021-02-24,15.48
"Tooele",2021-02-25,13.92
"Tooele",2021-02-26,11.75
"Tooele",2021-02-27,11.43
"Tooele",2021-02-28,11.25
"Tooele",2021-03-01,10.41
"Tooele",2021-03-02,9.78
"Tooele",2021-03-03,8.89
"Tooele",2021-03-04,8.63
"Tooele",2021-03-05,8.75
"Tooele",2021-03-06,8.6
"Tooele",2021-03-07,8.86
"Tooele",2021-03-08,7.19
"Tooele",2021-03-09,7.42
"Tooele",2021-03-10,7.13
"Tooele",2021-03-11,7.87
"Tooele",2021-03-12,8.25
"Tooele",2021-03-13,8.23
"Tooele",2021-03-14,7.47
"Tooele",2021-03-15,8.77
"Tooele",2021-03-16,8.98
"Tooele",2021-03-17,8.76
"Tooele",2021-03-18,10.32
"Tooele",2021-03-19,10.03
"Tooele",2021-03-20,9.84
"Tooele",2021-03-21,9.79
"Tooele",2021-03-22,10.71
"Tooele",2021-03-23,9.98
"Tooele",2021-03-24,10.77
"Tooele",2021-03-25,8.47
"Tooele",2021-03-26,8.22
"Tooele",2021-03-27,7.97
"Tooele",2021-03-28,7.95
"Tooele",2021-03-29,7.25
"Tooele",2021-03-30,7.76
"Tooele",2021-03-31,7.29
"Tooele",2021-04-01,8.01
"Tooele",2021-04-02,8.22
"Tooele",2021-04-03,8.5
"Tooele",2021-04-04,8.69
"Tooele",2021-04-05,7.35
"Tooele",2021-04-06,6.68
"Tooele",2021-04-07,6.32
"Tooele",2021-04-08,6.13
"Tooele",2021-04-09,5.22
"Tooele",2021-04-10,5.62
"Tooele",2021-04-11,5.81
"Tooele",2021-04-12,5.9
"Tooele",2021-04-13,5.65
"Tooele",2021-04-14,5.89
"Tooele",2021-04-15,5.33
"Tooele",2021-04-16,5.5
"Tooele",2021-04-17,5.41
"Tooele",2021-04-18,5.2
"Tooele",2021-04-19,5.31
"Tooele",2021-04-20,6.52
"Tooele",2021-04-21,6.58
"Tooele",2021-04-22,6.83
"Tooele",2021-04-23,7.07
"Tooele",2021-04-24,6.71
"Tooele",2021-04-25,6.86
"Tooele",2021-04-26,8.32
"Tooele",2021-04-27,6.86
"Tooele",2021-04-28,5.96
"Tooele",2021-04-29,5.9
"Tooele",2021-04-30,6.23
"Tooele",2021-05-01,6.42
"Tooele",2021-05-02,6.63
"Tooele",2021-05-03,4.57
"Tooele",2021-05-04,4.44
"Tooele",2021-05-05,5.24
"Tooele",2021-05-06,5.75
"Tooele",2021-05-07,5.46
"Tooele",2021-05-08,5.48
"Tooele",2021-05-09,5.2
"Tooele",2021-05-10,5.94
"Tooele",2021-05-11,6
"Tooele",2021-05-12,5.59
"Tooele",2021-05-13,5.83
"Tooele",2021-05-14,5.95
"Tooele",2021-05-15,7.5
"Tooele",2021-05-16,7.4
"Tooele",2021-05-17,7.98
"Tooele",2021-05-18,7.92
"Tooele",2021-05-19,8.57
"Tooele",2021-05-20,9.25
"Tooele",2021-05-21,9.64
"Tooele",2021-05-22,8.11
"Tooele",2021-05-23,8.18
"Tooele",2021-05-24,9.43
"Tooele",2021-05-25,11.09
"Tooele",2021-05-26,9.97
"Tooele",2021-05-27,8.96
"Tooele",2021-05-28,9.09
"Tooele",2021-05-29,8.46
"Tooele",2021-05-30,8.55
"Tooele",2021-05-31,6.05
"Tooele",2021-06-01,6.54
"Tooele",2021-06-02,7.73
"Tooele",2021-06-03,8.05
"Tooele",2021-06-04,8.1
"Tooele",2021-06-05,8.59
"Tooele",2021-06-06,8.94
"Tooele",2021-06-07,8.72
"Tooele",2021-06-08,8.14
"Tooele",2021-06-09,7.92
"Tooele",2021-06-10,7.28
"Tooele",2021-06-11,7.39
"Tooele",2021-06-12,7.27
"Tooele",2021-06-13,7.74
"Tooele",2021-06-14,7.66
"Tooele",2021-06-15,8.67
"Tooele",2021-06-16,9.31
"Tooele",2021-06-17,8.86
"Tooele",2021-06-18,7.95
"Tooele",2021-06-19,7.87
"Tooele",2021-06-20,7.03
"Tooele",2021-06-21,8.32
"Tooele",2021-06-22,7.65
"Tooele",2021-06-23,6.81
"Tooele",2021-06-24,6.61
"Tooele",2021-06-25,6.78
"Tooele",2021-06-26,7.34
"Tooele",2021-06-27,8.17
"Tooele",2021-06-28,11.38
"Tooele",2021-06-29,12.71
"Tooele",2021-06-30,14.17
"Tooele",2021-07-01,16.83
"Tooele",2021-07-02,17.49
"Tooele",2021-07-03,17.25
"Tooele",2021-07-04,16.86
"Tooele",2021-07-05,12.7
"Tooele",2021-07-06,12.1
"Tooele",2021-07-07,12.61
"Tooele",2021-07-08,12.97
"Tooele",2021-07-09,14.8
"Tooele",2021-07-10,15.7
"Tooele",2021-07-11,15.34
"Tooele",2021-07-12,15.89
"Tooele",2021-07-13,16.34
"Tooele",2021-07-14,15.33
"Tooele",2021-07-15,14.31
"Tooele",2021-07-16,14.05
"Tooele",2021-07-17,14.5
"Tooele",2021-07-18,14.8
"Tooele",2021-07-19,16.04
"Tooele",2021-07-20,16.16
"Tooele",2021-07-21,16.22
"Tooele",2021-07-22,16.49
"Tooele",2021-07-23,15.37
"Tooele",2021-07-24,14.57
"Tooele",2021-07-25,15
"Tooele",2021-07-26,15.38
"Tooele",2021-07-27,15.11
"Tooele",2021-07-28,14.78
"Tooele",2021-07-29,15.32
"Tooele",2021-07-30,14.35
"Tooele",2021-07-31,14.37
"Tooele",2021-08-01,14.12
"Tooele",2021-08-02,14.71
"Tooele",2021-08-03,15.33
"Tooele",2021-08-04,16.12
"Tooele",2021-08-05,16.4
"Tooele",2021-08-06,18.38
"Tooele",2021-08-07,18.62
"Tooele",2021-08-08,18.37
"Tooele",2021-08-09,18.57
"Tooele",2021-08-10,18.15
"Tooele",2021-08-11,18.72
"Tooele",2021-08-12,19.23
"Tooele",2021-08-13,19.81
"Tooele",2021-08-14,20.06
"Tooele",2021-08-15,20.39
"Tooele",2021-08-16,23.12
"Tooele",2021-08-17,24.17
"Tooele",2021-08-18,24
"Tooele",2021-08-19,24.87
"Tooele",2021-08-20,23.14
"Tooele",2021-08-21,22.91
"Tooele",2021-08-22,22.78
"Tooele",2021-08-23,21.48
"Tooele",2021-08-24,21.42
"Tooele",2021-08-25,21.92
"Tooele",2021-08-26,20.35
"Tooele",2021-08-27,20.14
"Tooele",2021-08-28,19.62
"Tooele",2021-08-29,19.56
"Tooele",2021-08-30,17.45
"Tooele",2021-08-31,16.8
"Tooele",2021-09-01,15.62
"Tooele",2021-09-02,14.73
"Tooele",2021-09-03,14.6
"Tooele",2021-09-04,14.6
"Tooele",2021-09-05,14.41
"Tooele",2021-09-06,14.36
"Tooele",2021-09-07,14.86
"Tooele",2021-09-08,15.3
"Tooele",2021-09-09,16.9
"Tooele",2021-09-10,17.31
"Tooele",2021-09-11,17.46
"Tooele",2021-09-12,17.96
"Tooele",2021-09-13,17.15
"Tooele",2021-09-14,17.98
"Tooele",2021-09-15,17.33
"Tooele",2021-09-16,12.27
"Tooele",2021-09-17,12.06
"Tooele",2021-09-18,11.98
"Tooele",2021-09-19,11.89
"Tooele",2021-09-20,12.28
"Tooele",2021-09-21,11.79
"Tooele",2021-09-22,12.15
"Tooele",2021-09-23,18.84
"Tooele",2021-09-24,19.92
"Tooele",2021-09-25,20.36
"Tooele",2021-09-26,20.76
"Tooele",2021-09-27,22.36
"Tooele",2021-09-28,22.9
"Tooele",2021-09-29,22.1
"Tooele",2021-09-30,21.72
"Tooele",2021-10-01,21.76
"Tooele",2021-10-02,21.43
"Tooele",2021-10-03,20.99
"Tooele",2021-10-04,20.58
"Tooele",2021-10-05,21.1
"Tooele",2021-10-06,23.03
"Tooele",2021-10-07,23.25
"Tooele",2021-10-08,22.57
"Tooele",2021-10-09,23.46
"Tooele",2021-10-10,23.33
"Tooele",2021-10-11,23.34
"Tooele",2021-10-12,22.56
"Tooele",2021-10-13,20.98
"Tooele",2021-10-14,20.42
"Tooele",2021-10-15,21.6
"Tooele",2021-10-16,21.66
"Tooele",2021-10-17,22.24
"Tooele",2021-10-18,23.82
"Tooele",2021-10-19,24.02
"Tooele",2021-10-20,24.89
"Tooele",2021-10-21,25.56
"Tooele",2021-10-22,25.95
"Tooele",2021-10-23,25.71
"Tooele",2021-10-24,25.43
"Tooele",2021-10-25,24.8
"Tooele",2021-10-26,24.9
"Tooele",2021-10-27,24.72
"Tooele",2021-10-28,24.89
"Tooele",2021-10-29,24.49
"Tooele",2021-10-30,24.53
"Tooele",2021-10-31,24.3
"Tooele",2021-11-01,23
"Tooele",2021-11-02,22.74
"Tooele",2021-11-03,22.75
"Tooele",2021-11-04,21.65
"Tooele",2021-11-05,21.6
"Tooele",2021-11-06,21.52
"Tooele",2021-11-07,21.35
"Tooele",2021-11-08,21.37
"Tooele",2021-11-09,20.88
"Tooele",2021-11-10,21.13
"Tooele",2021-11-11,22.65
"Tooele",2021-11-12,21.31
"Tooele",2021-11-13,20.85
"Tooele",2021-11-14,20.97
"Tooele",2021-11-15,21.33
"Tooele",2021-11-16,21.33
"Tooele",2021-11-17,20.73
"Tooele",2021-11-18,19.47
"Tooele",2021-11-19,19.73
"Tooele",2021-11-20,19.74
"Tooele",2021-11-21,19.78
"Tooele",2021-11-22,18.19
"Tooele",2021-11-23,17.11
"Tooele",2021-11-24,16.3
"Tooele",2021-11-25,15.88
"Tooele",2021-11-26,16.77
"Tooele",2021-11-27,17.13
"Tooele",2021-11-28,17.04
"Tooele",2021-11-29,17.75
"Tooele",2021-11-30,18.43
"Tooele",2021-12-01,18.52
"Tooele",2021-12-02,18.62
"Tooele",2021-12-03,17.37
"Tooele",2021-12-04,17.14
"Tooele",2021-12-05,16.96
"Tooele",2021-12-06,16.18
"Tooele",2021-12-07,15.15
"Tooele",2021-12-08,14.93
"Tooele",2021-12-09,14.31
"Tooele",2021-12-10,14.15
"Tooele",2021-12-11,13.84
"Tooele",2021-12-12,14.22
"Tooele",2021-12-13,14.24
"Tooele",2021-12-14,14.38
"Tooele",2021-12-15,14.03
"Tooele",2021-12-16,13.05
"Tooele",2021-12-17,13.25
"Tooele",2021-12-18,12.67
"Tooele",2021-12-19,12.34
"Tooele",2021-12-20,12.02
"Tooele",2021-12-21,11.97
"Tooele",2021-12-22,11.49
"Tooele",2021-12-23,12.37
"Tooele",2021-12-24,12.45
"Tooele",2021-12-25,12.47
"Tooele",2021-12-26,12.45
"Tooele",2021-12-27,14.23
"Tooele",2021-12-28,15.4
"Tooele",2021-12-29,18.58
"Tooele",2021-12-30,19.47
"Tooele",2021-12-31,20.18
"Uintah",2020-03-16,0
"Uintah",2020-03-17,0
"Uintah",2020-03-18,0
"Uintah",2020-03-19,0
"Uintah",2020-03-20,0
"Uintah",2020-03-21,0
"Uintah",2020-03-22,0
"Uintah",2020-03-23,0
"Uintah",2020-03-24,0
"Uintah",2020-03-25,4.55
"Uintah",2020-03-26,4.17
"Uintah",2020-03-27,4
"Uintah",2020-03-28,3.7
"Uintah",2020-03-29,3.23
"Uintah",2020-03-30,2.63
"Uintah",2020-03-31,2
"Uintah",2020-04-01,0
"Uintah",2020-04-02,0
"Uintah",2020-04-03,0
"Uintah",2020-04-04,1.37
"Uintah",2020-04-05,2.78
"Uintah",2020-04-06,4.23
"Uintah",2020-04-07,6.15
"Uintah",2020-04-08,6.06
"Uintah",2020-04-09,6.15
"Uintah",2020-04-10,6.06
"Uintah",2020-04-11,4.55
"Uintah",2020-04-12,3.17
"Uintah",2020-04-13,1.67
"Uintah",2020-04-14,0
"Uintah",2020-04-15,0
"Uintah",2020-04-16,0
"Uintah",2020-04-17,0
"Uintah",2020-04-18,0
"Uintah",2020-04-19,0
"Uintah",2020-04-20,0
"Uintah",2020-04-21,0
"Uintah",2020-04-22,0
"Uintah",2020-04-23,0
"Uintah",2020-04-24,0
"Uintah",2020-04-25,0
