"County","Week Date","7-day average percent positivity by county"
"State",2020-03-16,3.28
"State",2020-03-17,3.57
"State",2020-03-18,3.78
"State",2020-03-19,4.22
"State",2020-03-20,4.47
"State",2020-03-21,4.73
"State",2020-03-22,4.93
"State",2020-03-23,5.6
"State",2020-03-24,5.56
"State",2020-03-25,5.44
"State",2020-03-26,5.28
"State",2020-03-27,5.18
"State",2020-03-28,5.04
"State",2020-03-29,4.94
"State",2020-03-30,4.93
"State",2020-03-31,4.92
"State",2020-04-01,4.92
"State",2020-04-02,4.89
"State",2020-04-03,4.87
"State",2020-04-04,4.84
"State",2020-04-05,5.08
"State",2020-04-06,4.95
"State",2020-04-07,4.89
"State",2020-04-08,4.88
"State",2020-04-09,5.03
"State",2020-04-10,5.18
"State",2020-04-11,5.27
"State",2020-04-12,5
"State",2020-04-13,5.48
"State",2020-04-14,4.94
"State",2020-04-15,4.45
"State",2020-04-16,3.67
"State",2020-04-17,3.41
"State",2020-04-18,3.32
"State",2020-04-19,3.4
"State",2020-04-20,3.09
"State",2020-04-21,3.23
"State",2020-04-22,3.13
"State",2020-04-23,3.51
"State",2020-04-24,3.66
"State",2020-04-25,3.7
"State",2020-04-26,3.64
"State",2020-04-27,3.73
"State",2020-04-28,3.72
"State",2020-04-29,4.02
"State",2020-04-30,4.18
"State",2020-05-01,4.22
"State",2020-05-02,4.32
"State",2020-05-03,4.4
"State",2020-05-04,4.45
"State",2020-05-05,4.41
"State",2020-05-06,4.44
"State",2020-05-07,4.16
"State",2020-05-08,4.1
"State",2020-05-09,4.07
"State",2020-05-10,3.96
"State",2020-05-11,3.91
"State",2020-05-12,4.1
"State",2020-05-13,4.27
"State",2020-05-14,4.62
"State",2020-05-15,4.67
"State",2020-05-16,4.73
"State",2020-05-17,4.84
"State",2020-05-18,5.18
"State",2020-05-19,5.04
"State",2020-05-20,4.94
"State",2020-05-21,4.84
"State",2020-05-22,5.03
"State",2020-05-23,5.07
"State",2020-05-24,5.05
"State",2020-05-25,5.02
"State",2020-05-26,5.99
"State",2020-05-27,6.27
"State",2020-05-28,6.57
"State",2020-05-29,6.74
"State",2020-05-30,7.8
"State",2020-05-31,8.2
"State",2020-06-01,8.4
"State",2020-06-02,8.41
"State",2020-06-03,8.87
"State",2020-06-04,9.08
"State",2020-06-05,9.26
"State",2020-06-06,8.63
"State",2020-06-07,8.24
"State",2020-06-08,8.17
"State",2020-06-09,8.04
"State",2020-06-10,7.97
"State",2020-06-11,8.29
"State",2020-06-12,8.31
"State",2020-06-13,8.48
"State",2020-06-14,8.72
"State",2020-06-15,9.22
"State",2020-06-16,9.81
"State",2020-06-17,10.07
"State",2020-06-18,10.22
"State",2020-06-19,10.59
"State",2020-06-20,10.57
"State",2020-06-21,10.55
"State",2020-06-22,10.44
"State",2020-06-23,10.08
"State",2020-06-24,10.38
"State",2020-06-25,10.12
"State",2020-06-26,9.89
"State",2020-06-27,9.71
"State",2020-06-28,9.92
"State",2020-06-29,9.97
"State",2020-06-30,10.25
"State",2020-07-01,10.05
"State",2020-07-02,10.01
"State",2020-07-03,10.12
"State",2020-07-04,10.31
"State",2020-07-05,10.2
"State",2020-07-06,10.43
"State",2020-07-07,10.36
"State",2020-07-08,10.4
"State",2020-07-09,10.48
"State",2020-07-10,10.41
"State",2020-07-11,10.44
"State",2020-07-12,10.32
"State",2020-07-13,10.15
"State",2020-07-14,9.88
"State",2020-07-15,9.71
"State",2020-07-16,9.6
"State",2020-07-17,9.52
"State",2020-07-18,9.31
"State",2020-07-19,9.39
"State",2020-07-20,9.25
"State",2020-07-21,9.63
"State",2020-07-22,9.73
"State",2020-07-23,9.65
"State",2020-07-24,9.77
"State",2020-07-25,10.06
"State",2020-07-26,10.08
"State",2020-07-27,10.15
"State",2020-07-28,9.94
"State",2020-07-29,9.97
"State",2020-07-30,10.25
"State",2020-07-31,10.11
"State",2020-08-01,9.62
"State",2020-08-02,9.49
"State",2020-08-03,9.34
"State",2020-08-04,9.11
"State",2020-08-05,9
"State",2020-08-06,8.82
"State",2020-08-07,8.75
"State",2020-08-08,8.87
"State",2020-08-09,8.95
"State",2020-08-10,9.21
"State",2020-08-11,9.27
"State",2020-08-12,8.9
"State",2020-08-13,8.91
"State",2020-08-14,8.86
"State",2020-08-15,8.92
"State",2020-08-16,8.73
"State",2020-08-17,8.31
"State",2020-08-18,8.36
"State",2020-08-19,8.7
"State",2020-08-20,8.79
"State",2020-08-21,8.74
"State",2020-08-22,8.9
"State",2020-08-23,9.16
"State",2020-08-24,9.31
"State",2020-08-25,9.27
"State",2020-08-26,9.25
"State",2020-08-27,9.22
"State",2020-08-28,9.48
"State",2020-08-29,9.55
"State",2020-08-30,9.47
"State",2020-08-31,9.6
"State",2020-09-01,9.54
"State",2020-09-02,9.39
"State",2020-09-03,9.35
"State",2020-09-04,9.4
"State",2020-09-05,9.32
"State",2020-09-06,9.61
"State",2020-09-07,9.68
"State",2020-09-08,10.19
"State",2020-09-09,11.03
"State",2020-09-10,11.59
"State",2020-09-11,12.33
"State",2020-09-12,12.88
"State",2020-09-13,13.13
"State",2020-09-14,13.6
"State",2020-09-15,14.2
"State",2020-09-16,14.57
"State",2020-09-17,14.92
"State",2020-09-18,15.03
"State",2020-09-19,14.94
"State",2020-09-20,14.75
"State",2020-09-21,14.87
"State",2020-09-22,14.93
"State",2020-09-23,14.61
"State",2020-09-24,14.56
"State",2020-09-25,14.56
"State",2020-09-26,14.64
"State",2020-09-27,14.81
"State",2020-09-28,14.63
"State",2020-09-29,14.59
"State",2020-09-30,14.74
"State",2020-10-01,14.84
"State",2020-10-02,14.74
"State",2020-10-03,14.84
"State",2020-10-04,14.68
"State",2020-10-05,14.89
"State",2020-10-06,14.86
"State",2020-10-07,14.82
"State",2020-10-08,14.91
"State",2020-10-09,14.93
"State",2020-10-10,14.92
"State",2020-10-11,15.14
"State",2020-10-12,15.26
"State",2020-10-13,15.47
"State",2020-10-14,15.94
"State",2020-10-15,16.26
"State",2020-10-16,16.69
"State",2020-10-17,17.03
"State",2020-10-18,17.07
"State",2020-10-19,17.75
"State",2020-10-20,18.26
"State",2020-10-21,18.61
"State",2020-10-22,19.15
"State",2020-10-23,19.44
"State",2020-10-24,19.55
"State",2020-10-25,19.77
"State",2020-10-26,20.03
"State",2020-10-27,20.25
"State",2020-10-28,20.36
"State",2020-10-29,20.39
"State",2020-10-30,20.7
"State",2020-10-31,21
"State",2020-11-01,21.1
"State",2020-11-02,21.74
"State",2020-11-03,22.59
"State",2020-11-04,23.4
"State",2020-11-05,24.09
"State",2020-11-06,24.75
"State",2020-11-07,25.03
"State",2020-11-08,25.11
"State",2020-11-09,25.86
"State",2020-11-10,26.11
"State",2020-11-11,25.86
"State",2020-11-12,25.61
"State",2020-11-13,25.04
"State",2020-11-14,25.01
"State",2020-11-15,25.03
"State",2020-11-16,24.73
"State",2020-11-17,24.37
"State",2020-11-18,23.83
"State",2020-11-19,23.37
"State",2020-11-20,23.06
"State",2020-11-21,22.62
"State",2020-11-22,22.7
"State",2020-11-23,22.53
"State",2020-11-24,22.55
"State",2020-11-25,23.19
"State",2020-11-26,23.61
"State",2020-11-27,25.39
"State",2020-11-28,26.43
"State",2020-11-29,26.7
"State",2020-11-30,27.76
"State",2020-12-01,28
"State",2020-12-02,27.77
"State",2020-12-03,27.41
"State",2020-12-04,26.97
"State",2020-12-05,26.8
"State",2020-12-06,26.63
"State",2020-12-07,25.31
"State",2020-12-08,24.53
"State",2020-12-09,23.79
"State",2020-12-10,23.53
"State",2020-12-11,22.83
"State",2020-12-12,22.66
"State",2020-12-13,22.63
"State",2020-12-14,23.33
"State",2020-12-15,23.95
"State",2020-12-16,24.53
"State",2020-12-17,24.55
"State",2020-12-18,24.86
"State",2020-12-19,24.85
"State",2020-12-20,24.82
"State",2020-12-21,25.18
"State",2020-12-22,25.26
"State",2020-12-23,25.64
"State",2020-12-24,25.97
"State",2020-12-25,26.51
"State",2020-12-26,27.69
"State",2020-12-27,28.37
"State",2020-12-28,30.27
"State",2020-12-29,31.9
"State",2020-12-30,33.15
"State",2020-12-31,33.57
"State",2021-01-01,33.57
"State",2021-01-02,33.51
"State",2021-01-03,33.3
"State",2021-01-04,32
"State",2021-01-05,30.87
"State",2021-01-06,29.68
"State",2021-01-07,28.5
"State",2021-01-08,26.73
"State",2021-01-09,25.74
"State",2021-01-10,25.29
"State",2021-01-11,23.27
"State",2021-01-12,21.7
"State",2021-01-13,20.48
"State",2021-01-14,19.44
"State",2021-01-15,19.53
"State",2021-01-16,19.4
"State",2021-01-17,19.33
"State",2021-01-18,19.85
"State",2021-01-19,19.51
"State",2021-01-20,18.99
"State",2021-01-21,18.81
"State",2021-01-22,18.6
"State",2021-01-23,18.49
"State",2021-01-24,18.25
"State",2021-01-25,17.13
"State",2021-01-26,16.95
"State",2021-01-27,16.87
"State",2021-01-28,16.87
"State",2021-01-29,16.74
"State",2021-01-30,16.52
"State",2021-01-31,16.43
"State",2021-02-01,15.91
"State",2021-02-02,15.7
"State",2021-02-03,15.74
"State",2021-02-04,15.44
"State",2021-02-05,14.92
"State",2021-02-06,14.81
"State",2021-02-07,14.51
"State",2021-02-08,14.27
"State",2021-02-09,14.17
"State",2021-02-10,13.78
"State",2021-02-11,13.64
"State",2021-02-12,13.74
"State",2021-02-13,13.73
"State",2021-02-14,13.61
"State",2021-02-15,13.66
"State",2021-02-16,13.37
"State",2021-02-17,13.35
"State",2021-02-18,13.1
"State",2021-02-19,12.5
"State",2021-02-20,12.28
"State",2021-02-21,12.18
"State",2021-02-22,11.61
"State",2021-02-23,10.97
"State",2021-02-24,10.54
"State",2021-02-25,10.17
"State",2021-02-26,9.97
"State",2021-02-27,9.76
"State",2021-02-28,9.55
"State",2021-03-01,9.19
"State",2021-03-02,9.05
"State",2021-03-03,8.84
"State",2021-03-04,8.67
"State",2021-03-05,8.45
"State",2021-03-06,8.39
"State",2021-03-07,8.55
"State",2021-03-08,8.47
"State",2021-03-09,8.23
"State",2021-03-10,8.29
"State",2021-03-11,8.31
"State",2021-03-12,8.39
"State",2021-03-13,8.3
"State",2021-03-14,8.11
"State",2021-03-15,7.96
"State",2021-03-16,7.96
"State",2021-03-17,7.8
"State",2021-03-18,7.72
"State",2021-03-19,7.56
"State",2021-03-20,7.41
"State",2021-03-21,7.35
"State",2021-03-22,6.98
"State",2021-03-23,6.9
"State",2021-03-24,6.74
"State",2021-03-25,6.68
"State",2021-03-26,6.89
"State",2021-03-27,6.91
"State",2021-03-28,6.89
"State",2021-03-29,7.12
"State",2021-03-30,7.22
"State",2021-03-31,7.17
"State",2021-04-01,7.35
"State",2021-04-02,7.14
"State",2021-04-03,7.11
"State",2021-04-04,7.07
"State",2021-04-05,7.28
"State",2021-04-06,7.45
"State",2021-04-07,7.74
"State",2021-04-08,7.65
"State",2021-04-09,7.39
"State",2021-04-10,7.58
"State",2021-04-11,7.6
"State",2021-04-12,7.16
"State",2021-04-13,6.98
"State",2021-04-14,6.71
"State",2021-04-15,6.24
"State",2021-04-16,6.07
"State",2021-04-17,5.91
"State",2021-04-18,5.97
"State",2021-04-19,6.18
"State",2021-04-20,6.16
"State",2021-04-21,6.28
"State",2021-04-22,6.51
"State",2021-04-23,6.65
"State",2021-04-24,6.72
"State",2021-04-25,6.7
"State",2021-04-26,6.79
"State",2021-04-27,6.77
"State",2021-04-28,6.64
"State",2021-04-29,6.69
"State",2021-04-30,6.78
"State",2021-05-01,6.8
"State",2021-05-02,6.73
"State",2021-05-03,6.59
"State",2021-05-04,6.61
"State",2021-05-05,6.61
"State",2021-05-06,6.64
"State",2021-05-07,6.79
"State",2021-05-08,6.71
"State",2021-05-09,6.66
"State",2021-05-10,6.6
"State",2021-05-11,6.76
"State",2021-05-12,6.68
"State",2021-05-13,6.53
"State",2021-05-14,6.42
"State",2021-05-15,6.48
"State",2021-05-16,6.51
"State",2021-05-17,6.61
"State",2021-05-18,6.49
"State",2021-05-19,6.59
"State",2021-05-20,6.7
"State",2021-05-21,6.81
"State",2021-05-22,6.78
"State",2021-05-23,6.82
"State",2021-05-24,6.77
"State",2021-05-25,6.66
"State",2021-05-26,6.53
"State",2021-05-27,6.68
"State",2021-05-28,6.71
"State",2021-05-29,6.44
"State",2021-05-30,6.28
"State",2021-05-31,5.85
"State",2021-06-01,6.36
"State",2021-06-02,6.67
"State",2021-06-03,6.63
"State",2021-06-04,6.73
"State",2021-06-05,6.96
"State",2021-06-06,7.12
"State",2021-06-07,7.36
"State",2021-06-08,7.29
"State",2021-06-09,7.42
"State",2021-06-10,7.7
"State",2021-06-11,7.77
"State",2021-06-12,7.79
"State",2021-06-13,7.94
"State",2021-06-14,8.21
"State",2021-06-15,8.59
"State",2021-06-16,8.77
"State",2021-06-17,8.79
"State",2021-06-18,9.04
"State",2021-06-19,9.2
"State",2021-06-20,9.12
"State",2021-06-21,9.65
"State",2021-06-22,9.85
"State",2021-06-23,9.91
"State",2021-06-24,10
"State",2021-06-25,10.17
"State",2021-06-26,10.44
"State",2021-06-27,10.8
"State",2021-06-28,11.07
"State",2021-06-29,11.21
"State",2021-06-30,11.67
"State",2021-07-01,12.13
"State",2021-07-02,12.21
"State",2021-07-03,11.96
"State",2021-07-04,12
"State",2021-07-05,11.56
"State",2021-07-06,12.51
"State",2021-07-07,13.13
"State",2021-07-08,13.46
"State",2021-07-09,13.84
"State",2021-07-10,14.23
"State",2021-07-11,14.18
"State",2021-07-12,14.51
"State",2021-07-13,14.13
"State",2021-07-14,13.92
"State",2021-07-15,13.93
"State",2021-07-16,13.89
"State",2021-07-17,14.01
"State",2021-07-18,14.13
"State",2021-07-19,14.89
"State",2021-07-20,15.23
"State",2021-07-21,15.24
"State",2021-07-22,15.02
"State",2021-07-23,15.23
"State",2021-07-24,15.27
"State",2021-07-25,15.34
"State",2021-07-26,15.27
"State",2021-07-27,15.31
"State",2021-07-28,15.59
"State",2021-07-29,15.77
"State",2021-07-30,15.56
"State",2021-07-31,15.51
"State",2021-08-01,15.47
"State",2021-08-02,15.16
"State",2021-08-03,14.92
"State",2021-08-04,14.51
"State",2021-08-05,14.21
"State",2021-08-06,13.99
"State",2021-08-07,13.91
"State",2021-08-08,13.78
"State",2021-08-09,14.07
"State",2021-08-10,13.93
"State",2021-08-11,14.14
"State",2021-08-12,14.22
"State",2021-08-13,14.44
"State",2021-08-14,14.57
"State",2021-08-15,14.74
"State",2021-08-16,14.87
"State",2021-08-17,15.27
"State",2021-08-18,15.48
"State",2021-08-19,15.71
"State",2021-08-20,16.01
"State",2021-08-21,16.04
"State",2021-08-22,15.95
"State",2021-08-23,16.06
"State",2021-08-24,15.78
"State",2021-08-25,15.46
"State",2021-08-26,15.05
"State",2021-08-27,14.71
"State",2021-08-28,14.58
"State",2021-08-29,14.6
"State",2021-08-30,14.05
"State",2021-08-31,13.66
"State",2021-09-01,13.14
"State",2021-09-02,12.93
"State",2021-09-03,12.81
"State",2021-09-04,12.79
"State",2021-09-05,12.7
"State",2021-09-06,12.6
"State",2021-09-07,13.02
"State",2021-09-08,13.55
"State",2021-09-09,13.95
"State",2021-09-10,14.18
"State",2021-09-11,14.35
"State",2021-09-12,14.46
"State",2021-09-13,14.57
"State",2021-09-14,14.39
"State",2021-09-15,14.4
"State",2021-09-16,14.27
"State",2021-09-17,14.2
"State",2021-09-18,14.14
"State",2021-09-19,14.07
"State",2021-09-20,14.15
"State",2021-09-21,14.33
"State",2021-09-22,14.25
"State",2021-09-23,14.58
"State",2021-09-24,14.76
"State",2021-09-25,14.88
"State",2021-09-26,15.13
"State",2021-09-27,15.61
"State",2021-09-28,15.86
"State",2021-09-29,16.08
"State",2021-09-30,16.13
"State",2021-10-01,16.1
"State",2021-10-02,16.09
"State",2021-10-03,16.02
"State",2021-10-04,16
"State",2021-10-05,16.1
"State",2021-10-06,16.45
"State",2021-10-07,16.35
"State",2021-10-08,16.55
"State",2021-10-09,16.52
"State",2021-10-10,16.47
"State",2021-10-11,16.31
"State",2021-10-12,16.34
"State",2021-10-13,16.06
"State",2021-10-14,16.37
"State",2021-10-15,16.53
"State",2021-10-16,16.73
"State",2021-10-17,16.87
"State",2021-10-18,17.15
"State",2021-10-19,17.3
"State",2021-10-20,17.64
"State",2021-10-21,17.77
"State",2021-10-22,17.8
"State",2021-10-23,17.87
"State",2021-10-24,17.87
"State",2021-10-25,18.15
"State",2021-10-26,18.12
"State",2021-10-27,18.34
"State",2021-10-28,18.46
"State",2021-10-29,18.61
"State",2021-10-30,18.55
"State",2021-10-31,18.52
"State",2021-11-01,18.29
"State",2021-11-02,18.39
"State",2021-11-03,18.19
"State",2021-11-04,18.14
"State",2021-11-05,17.91
"State",2021-11-06,17.84
"State",2021-11-07,17.78
"State",2021-11-08,17.66
"State",2021-11-09,17.29
"State",2021-11-10,17.22
"State",2021-11-11,17.1
"State",2021-11-12,17.07
"State",2021-11-13,17.07
"State",2021-11-14,17.17
"State",2021-11-15,17.29
"State",2021-11-16,17.28
"State",2021-11-17,17.11
"State",2021-11-18,16.98
"State",2021-11-19,16.72
"State",2021-11-20,16.57
"State",2021-11-21,16.41
"State",2021-11-22,15.83
"State",2021-11-23,15.46
"State",2021-11-24,14.98
"State",2021-11-25,14.65
"State",2021-11-26,14.92
"State",2021-11-27,14.79
"State",2021-11-28,14.85
"State",2021-11-29,15.18
"State",2021-11-30,15.67
"State",2021-12-01,16.23
"State",2021-12-02,16.04
"State",2021-12-03,15.67
"State",2021-12-04,15.78
"State",2021-12-05,15.64
"State",2021-12-06,15.16
"State",2021-12-07,14.78
"State",2021-12-08,14.33
"State",2021-12-09,14.03
"State",2021-12-10,13.76
"State",2021-12-11,13.51
"State",2021-12-12,13.39
"State",2021-12-13,13.04
"State",2021-12-14,12.58
"State",2021-12-15,12.17
"State",2021-12-16,11.88
"State",2021-12-17,11.61
"State",2021-12-18,11.24
"State",2021-12-19,11.19
"State",2021-12-20,11.03
"State",2021-12-21,11.19
"State",2021-12-22,11.61
"State",2021-12-23,12.17
"State",2021-12-24,12.53
"State",2021-12-25,12.97
"State",2021-12-26,13.91
"State",2021-12-27,16.23
"State",2021-12-28,18.8
"State",2021-12-29,21.16
"State",2021-12-30,23.01
"State",2021-12-31,24.18
"Beaver",2020-03-16,0
"Beaver",2020-03-17,0
"Beaver",2020-03-18,0
"Beaver",2020-03-19,0
"Beaver",2020-03-20,0
"Beaver",2020-03-21,0
"Beaver",2020-03-22,0
"Beaver",2020-03-23,0
"Beaver",2020-03-24,0
"Beaver",2020-03-25,0
"Beaver",2020-03-26,0
"Beaver",2020-03-27,NA
"Beaver",2020-03-28,NA
"Beaver",2020-03-29,0
"Beaver",2020-03-30,0
"Beaver",2020-03-31,0
"Beaver",2020-04-01,0
"Beaver",2020-04-02,0
"Beaver",2020-04-03,0
"Beaver",2020-04-04,0
"Beaver",2020-04-05,0
"Beaver",2020-04-06,0
"Beaver",2020-04-07,0
"Beaver",2020-04-08,0
"Beaver",2020-04-09,0
"Beaver",2020-04-10,0
"Beaver",2020-04-11,0
"Beaver",2020-04-12,0
"Beaver",2020-04-13,0
"Beaver",2020-04-14,0
"Beaver",2020-04-15,0
"Beaver",2020-04-16,0
"Beaver",2020-04-17,0
"Beaver",2020-04-18,0
"Beaver",2020-04-19,0
"Beaver",2020-04-20,0
"Beaver",2020-04-21,0
"Beaver",2020-04-22,0
"Beaver",2020-04-23,0
"Beaver",2020-04-24,0
"Beaver",2020-04-25,0
"Beaver",2020-04-26,0
"Beaver",2020-04-27,0
"Beaver",2020-04-28,0
"Beaver",2020-04-29,0
"Beaver",2020-04-30,0
"Beaver",2020-05-01,0
"Beaver",2020-05-02,0
"Beaver",2020-05-03,5.56
"Beaver",2020-05-04,4.76
"Beaver",2020-05-05,5.26
"Beaver",2020-05-06,5.26
"Beaver",2020-05-07,5.56
"Beaver",2020-05-08,4.55
"Beaver",2020-05-09,4.55
"Beaver",2020-05-10,0
"Beaver",2020-05-11,0
"Beaver",2020-05-12,0
"Beaver",2020-05-13,0
"Beaver",2020-05-14,0
"Beaver",2020-05-15,0
"Beaver",2020-05-16,0
"Beaver",2020-05-17,0
"Beaver",2020-05-18,0
"Beaver",2020-05-19,0
"Beaver",2020-05-20,0
"Beaver",2020-05-21,0
"Beaver",2020-05-22,0
"Beaver",2020-05-23,0
"Beaver",2020-05-24,0
"Beaver",2020-05-25,0
"Beaver",2020-05-26,0
"Beaver",2020-05-27,0
"Beaver",2020-05-28,0
"Beaver",2020-05-29,0
"Beaver",2020-05-30,0
"Beaver",2020-05-31,0
"Beaver",2020-06-01,0
"Beaver",2020-06-02,0
"Beaver",2020-06-03,0
"Beaver",2020-06-04,0
"Beaver",2020-06-05,0
"Beaver",2020-06-06,0
"Beaver",2020-06-07,0
"Beaver",2020-06-08,0
"Beaver",2020-06-09,0
"Beaver",2020-06-10,0
"Beaver",2020-06-11,12.5
"Beaver",2020-06-12,22.22
"Beaver",2020-06-13,20
"Beaver",2020-06-14,18.18
"Beaver",2020-06-15,20
"Beaver",2020-06-16,15.38
"Beaver",2020-06-17,15.38
"Beaver",2020-06-18,7.69
"Beaver",2020-06-19,0
"Beaver",2020-06-20,7.69
"Beaver",2020-06-21,6.67
"Beaver",2020-06-22,17.39
"Beaver",2020-06-23,17.86
"Beaver",2020-06-24,12.82
"Beaver",2020-06-25,12
"Beaver",2020-06-26,8.11
"Beaver",2020-06-27,6.25
"Beaver",2020-06-28,6.33
"Beaver",2020-06-29,4.65
"Beaver",2020-06-30,3.41
"Beaver",2020-07-01,3.66
"Beaver",2020-07-02,2.67
"Beaver",2020-07-03,7.14
"Beaver",2020-07-04,7.69
"Beaver",2020-07-05,7.84
"Beaver",2020-07-06,6.98
"Beaver",2020-07-07,7.32
"Beaver",2020-07-08,6.82
"Beaver",2020-07-09,7.32
"Beaver",2020-07-10,2.7
"Beaver",2020-07-11,2.78
"Beaver",2020-07-12,2.78
"Beaver",2020-07-13,2.44
"Beaver",2020-07-14,2.33
"Beaver",2020-07-15,7.32
"Beaver",2020-07-16,6.98
"Beaver",2020-07-17,6.98
"Beaver",2020-07-18,12.24
"Beaver",2020-07-19,11.32
"Beaver",2020-07-20,12
"Beaver",2020-07-21,13.46
"Beaver",2020-07-22,13.21
"Beaver",2020-07-23,12.96
"Beaver",2020-07-24,15.25
"Beaver",2020-07-25,13.21
"Beaver",2020-07-26,12.96
"Beaver",2020-07-27,10.53
"Beaver",2020-07-28,9.8
"Beaver",2020-07-29,7.41
"Beaver",2020-07-30,7.84
"Beaver",2020-07-31,4.08
"Beaver",2020-08-01,2.04
"Beaver",2020-08-02,2.27
"Beaver",2020-08-03,5.26
"Beaver",2020-08-04,5.41
"Beaver",2020-08-05,8.33
"Beaver",2020-08-06,7.32
"Beaver",2020-08-07,8.7
"Beaver",2020-08-08,9.3
"Beaver",2020-08-09,9.52
"Beaver",2020-08-10,7.32
"Beaver",2020-08-11,8.11
"Beaver",2020-08-12,2.94
"Beaver",2020-08-13,3.12
"Beaver",2020-08-14,0
"Beaver",2020-08-15,0
"Beaver",2020-08-16,0
"Beaver",2020-08-17,0
"Beaver",2020-08-18,0
"Beaver",2020-08-19,0
"Beaver",2020-08-20,3.7
"Beaver",2020-08-21,3.23
"Beaver",2020-08-22,3.23
"Beaver",2020-08-23,3.33
"Beaver",2020-08-24,3.33
"Beaver",2020-08-25,3.23
"Beaver",2020-08-26,3.12
"Beaver",2020-08-27,0
"Beaver",2020-08-28,0
"Beaver",2020-08-29,0
"Beaver",2020-08-30,0
"Beaver",2020-08-31,0
"Beaver",2020-09-01,0
"Beaver",2020-09-02,0
"Beaver",2020-09-03,0
"Beaver",2020-09-04,0
"Beaver",2020-09-05,0
"Beaver",2020-09-06,0
"Beaver",2020-09-07,0
"Beaver",2020-09-08,0
"Beaver",2020-09-09,3.57
"Beaver",2020-09-10,3.85
"Beaver",2020-09-11,3.7
"Beaver",2020-09-12,3.57
"Beaver",2020-09-13,5.88
"Beaver",2020-09-14,4.35
"Beaver",2020-09-15,5.77
"Beaver",2020-09-16,4.26
"Beaver",2020-09-17,6.67
"Beaver",2020-09-18,6.25
"Beaver",2020-09-19,6
"Beaver",2020-09-20,4.35
"Beaver",2020-09-21,6.67
"Beaver",2020-09-22,5
"Beaver",2020-09-23,4.65
"Beaver",2020-09-24,2.13
"Beaver",2020-09-25,2.38
"Beaver",2020-09-26,2.44
"Beaver",2020-09-27,2.5
"Beaver",2020-09-28,0
"Beaver",2020-09-29,2.86
"Beaver",2020-09-30,5.71
"Beaver",2020-10-01,6.45
"Beaver",2020-10-02,5.88
"Beaver",2020-10-03,8.33
"Beaver",2020-10-04,8.11
"Beaver",2020-10-05,9.3
"Beaver",2020-10-06,9.09
"Beaver",2020-10-07,12.82
"Beaver",2020-10-08,14.89
"Beaver",2020-10-09,16.67
"Beaver",2020-10-10,15.38
"Beaver",2020-10-11,15.69
"Beaver",2020-10-12,17.54
"Beaver",2020-10-13,18.97
"Beaver",2020-10-14,18.18
"Beaver",2020-10-15,16.67
"Beaver",2020-10-16,16.36
"Beaver",2020-10-17,17.54
"Beaver",2020-10-18,17.24
"Beaver",2020-10-19,14.29
"Beaver",2020-10-20,13.73
"Beaver",2020-10-21,10.42
"Beaver",2020-10-22,11.11
"Beaver",2020-10-23,12.73
"Beaver",2020-10-24,17.24
"Beaver",2020-10-25,16.95
"Beaver",2020-10-26,15.38
"Beaver",2020-10-27,15
"Beaver",2020-10-28,18.97
"Beaver",2020-10-29,22.95
"Beaver",2020-10-30,29.82
"Beaver",2020-10-31,25
"Beaver",2020-11-01,25.49
"Beaver",2020-11-02,29.55
"Beaver",2020-11-03,35.29
"Beaver",2020-11-04,32.61
"Beaver",2020-11-05,28
"Beaver",2020-11-06,23.26
"Beaver",2020-11-07,23.26
"Beaver",2020-11-08,21.74
"Beaver",2020-11-09,24
"Beaver",2020-11-10,14.63
"Beaver",2020-11-11,8.11
"Beaver",2020-11-12,8.11
"Beaver",2020-11-13,8.04
"Beaver",2020-11-14,8.55
"Beaver",2020-11-15,8.47
"Beaver",2020-11-16,12.86
"Beaver",2020-11-17,13.64
"Beaver",2020-11-18,23.66
"Beaver",2020-11-19,24
"Beaver",2020-11-20,22.22
"Beaver",2020-11-21,22.22
"Beaver",2020-11-22,23.08
"Beaver",2020-11-23,19.57
"Beaver",2020-11-24,18.82
"Beaver",2020-11-25,14.46
"Beaver",2020-11-26,12.12
"Beaver",2020-11-27,14.29
"Beaver",2020-11-28,12.73
"Beaver",2020-11-29,12.5
"Beaver",2020-11-30,9.46
"Beaver",2020-12-01,13.64
"Beaver",2020-12-02,18.11
"Beaver",2020-12-03,16.31
"Beaver",2020-12-04,16.67
"Beaver",2020-12-05,17.45
"Beaver",2020-12-06,16.56
"Beaver",2020-12-07,18.42
"Beaver",2020-12-08,18.92
"Beaver",2020-12-09,16.81
"Beaver",2020-12-10,18.97
"Beaver",2020-12-11,21.19
"Beaver",2020-12-12,21.74
"Beaver",2020-12-13,24.51
"Beaver",2020-12-14,28.97
"Beaver",2020-12-15,32.38
"Beaver",2020-12-16,36.11
"Beaver",2020-12-17,39.64
"Beaver",2020-12-18,37.8
"Beaver",2020-12-19,39.37
"Beaver",2020-12-20,39.68
"Beaver",2020-12-21,45.08
"Beaver",2020-12-22,46.96
"Beaver",2020-12-23,38.76
"Beaver",2020-12-24,38.58
"Beaver",2020-12-25,38.61
"Beaver",2020-12-26,36.84
"Beaver",2020-12-27,35.79
"Beaver",2020-12-28,33.66
"Beaver",2020-12-29,31.07
"Beaver",2020-12-30,40.66
"Beaver",2020-12-31,38.54
"Beaver",2021-01-01,37.76
"Beaver",2021-01-02,39.13
"Beaver",2021-01-03,40.18
"Beaver",2021-01-04,38.26
"Beaver",2021-01-05,38.98
